"id","outcome","sample","model","n","term","est","se","lo","hi","p","note"
"S15","ami","Park acres within 1 mile (more acres = better access)","WLS (ZIP-clustered)",2305,"exposure per 87.8",-0.201836581875318,0.0553572127108121,-0.310809135837968,-0.0928640279126681,0.000317783653522047,""
"S15","ami","Park acres within 1 mile (more acres = better access)","weighted SEM",2305,"exposure per 87.8",-0.0752317283327062,0.0302600811829696,-0.134541487451327,-0.0159219692140858,0.0129125998279952,""
"S16","asthma","Straight-line distance from geographic centroid to the 2016 county park inventory (contemporaneous with outcomes)","WLS (ZIP-clustered)",2305,"exposure per 0.293",2.69918216802255,1.1593004201153,0.417059904210254,4.98130443183485,0.0206143507462318,""
"S16","asthma","Straight-line distance from geographic centroid to the 2016 county park inventory (contemporaneous with outcomes)","weighted SEM",2305,"exposure per 0.293",-1.01215032916008,0.324522978671936,-1.64821536735707,-0.376085290963086,0.00181535891269106,""
"S16","ami","Straight-line distance from geographic centroid to the 2016 county park inventory (contemporaneous with outcomes)","WLS (ZIP-clustered)",2305,"exposure per 0.293",0.486092191507375,0.182862910398692,0.126120339685858,0.846064043328892,0.00831018676107531,""
"S16","ami","Straight-line distance from geographic centroid to the 2016 county park inventory (contemporaneous with outcomes)","weighted SEM",2305,"exposure per 0.293",-0.0909007088796839,0.0678212455321024,-0.223830350122605,0.0420289323632368,0.180148341849414,""
"S27","asthma","Street-network distance from population-weighted centroid to three nearest parks in the 2016 county park inventory (parks, roads and outcomes in one period)","WLS (ZIP-clustered)",2305,"exposure per 0.381",1.83926149356812,0.922666016818384,0.02296209221465,3.65556089492158,0.0471925067944325,""
"S27","asthma","Street-network distance from population-weighted centroid to three nearest parks in the 2016 county park inventory (parks, roads and outcomes in one period)","weighted SEM",2305,"exposure per 0.381",-0.807212082726324,0.310036255045985,-1.41488314261645,-0.199541022836194,0.00922488852560057,""
"S27","ami","Street-network distance from population-weighted centroid to three nearest parks in the 2016 county park inventory (parks, roads and outcomes in one period)","WLS (ZIP-clustered)",2305,"exposure per 0.381",0.372916732114276,0.153410385180052,0.0709231768246159,0.674910287403935,0.0156962048457271,""
"S27","ami","Street-network distance from population-weighted centroid to three nearest parks in the 2016 county park inventory (parks, roads and outcomes in one period)","weighted SEM",2305,"exposure per 0.381",-0.0821264646451809,0.064958223873503,-0.209444583437247,0.0451916541468849,0.206123572586948,""
"S17","asthma","Share of tract within a 2016 half-mile walkshed (pedestrian network; more = better access)","WLS (ZIP-clustered)",2305,"exposure per 0.642",-5.05955090147215,1.67032580619802,-8.3476439996922,-1.7714578032521,0.00268361570449355,""
"S17","asthma","Share of tract within a 2016 half-mile walkshed (pedestrian network; more = better access)","weighted SEM",2305,"exposure per 0.642",0.71034954233202,0.611931679131008,-0.489036548764756,1.9097356334288,0.245710447852751,""
"S17","ami","Share of tract within a 2016 half-mile walkshed (pedestrian network; more = better access)","WLS (ZIP-clustered)",2305,"exposure per 0.642",-0.677552804202225,0.288189034274471,-1.24486270929044,-0.110242899114013,0.0194179400601488,""
"S17","ami","Share of tract within a 2016 half-mile walkshed (pedestrian network; more = better access)","weighted SEM",2305,"exposure per 0.642",0.23796818355191,0.127050224748765,-0.0110502569556701,0.486986624059489,0.0610650020306817,""
"S18","asthma","Ozone from CalEnviroScreen 3.0 (2012-2014)","WLS (ZIP-clustered)",2305,"exposure per 0.376",1.24622299124596,0.870352547552321,-0.467095568525935,2.95954155101786,0.153307224338117,""
"S18","asthma","Ozone from CalEnviroScreen 3.0 (2012-2014)","weighted SEM",2305,"exposure per 0.376",-1.02213623113882,0.306396715889991,-1.6226737942832,-0.421598667994435,0.000849963698568642,""
"S18","ami","Ozone from CalEnviroScreen 3.0 (2012-2014)","WLS (ZIP-clustered)",2305,"exposure per 0.376",0.274587351099823,0.132308710553779,0.0141331592337967,0.53504154296585,0.0388732638368207,""
"S18","ami","Ozone from CalEnviroScreen 3.0 (2012-2014)","weighted SEM",2305,"exposure per 0.376",-0.130573333778655,0.0642593198174318,-0.256521600620821,-0.00462506693648822,0.042156183134991,""
"S19","asthma","Ozone = mean of CalEnviroScreen 3.0 and 4.0 (brackets 2015-2017)","WLS (ZIP-clustered)",2305,"exposure per 0.376",1.51495985428612,0.887768436136463,-0.232642473862218,3.26256218243446,0.0890353048765876,""
"S19","asthma","Ozone = mean of CalEnviroScreen 3.0 and 4.0 (brackets 2015-2017)","weighted SEM",2305,"exposure per 0.376",-1.01713085192349,0.306567498570226,-1.61800314912114,-0.416258554725849,0.000907281477385828,""
"S19","ami","Ozone = mean of CalEnviroScreen 3.0 and 4.0 (brackets 2015-2017)","WLS (ZIP-clustered)",2305,"exposure per 0.376",0.324079025881403,0.139695108270452,0.0490844591598962,0.59907359260291,0.021070509874251,""
"S19","ami","Ozone = mean of CalEnviroScreen 3.0 and 4.0 (brackets 2015-2017)","weighted SEM",2305,"exposure per 0.376",-0.126572106722403,0.0643225281540589,-0.252644261904359,-0.000499951540447935,0.049094211279656,""
"Z1","asthma visits","ZCTA","negative binomial + offset",259,"log RR per mile",0.294761219535131,0.106531052118203,0.0859603573834537,0.503562081686808,0.00565913759054427,""
"Z2","asthma visits","ZCTA","negative binomial + MRF spatial effect",259,"log RR per mile",-0.0489318580267001,0.101858639022697,-0.248574790511187,0.150711074457786,0.630950198359251,""
"Z3","asthma age-adjusted rate","ZCTA","WLS (HC1)",259,"dist per mile",14.3208888396228,6.05038973918984,2.40556868938195,26.2362089898637,0.0186864856312096,""
"P1","asthma","primary","WLS bivariate",2305,"pm25",-3.11510100310845,3.58247709338359,-10.1673288748064,3.93712686858949,0.38530290372709,""
"P1","asthma","primary","WLS bivariate",2305,"ozone",-328.40023762422,262.123286921798,-844.398833474292,187.598358225851,0.211314379991365,""
"P1","ami","primary","WLS bivariate",2305,"pm25",0.0773401096970199,0.43440639876462,-0.777803645072483,0.932483864466523,0.858824126577563,""
"P1","ami","primary","WLS bivariate",2305,"ozone",-97.422507497259,36.5710431652826,-169.413848456172,-25.4311665383457,0.00817438187691968,""
"A1","asthma","primary","spatial lag (unweighted), direct effect",2305,"dist per mile",-0.653232208424776,0.84639510356529,-2.31216661141275,1.00570219456319,0.414223489912213,"simulation-based p-value"
"A1","asthma","primary","spatial lag (unweighted), indirect effect",2305,"dist per mile",-2.7204328998919,3.55291143589976,-9.68413931425542,4.24327351447163,0.416926274115401,"simulation-based p-value"
"A1","asthma","primary","spatial lag (unweighted), total effect",2305,"dist per mile",-3.37366510831667,4.39666275035929,-11.9911240990209,5.24379388238753,0.41612527582878,"simulation-based p-value"
"A2","asthma","primary","spatial Durbin (unweighted), direct effect",2305,"dist per mile",-0.630746682434656,0.845959712318419,-2.28882771857876,1.02733435370945,0.451746939895795,"simulation-based p-value"
"A2","asthma","primary","spatial Durbin (unweighted), indirect effect",2305,"dist per mile",5.20651176410243,5.81446879675336,-6.18984707753416,16.602870605739,0.363006002654727,"simulation-based p-value"
"A2","asthma","primary","spatial Durbin (unweighted), total effect",2305,"dist per mile",4.57576508166777,6.26836587901186,-7.71023204119548,16.861762204531,0.457949438521997,"simulation-based p-value"
"A3","asthma","primary","WLS interaction dist x poverty",2305,"dist:poverty",0.360319826142203,0.179092037237458,0.00777106625263646,0.71286858603177,0.0451924060852781,""
"A3","asthma","primary","WLS interaction dist x pm25",2305,"dist:pm25",0.0579048981884778,1.24109167581188,-2.38522623129107,2.50103602766803,0.962820560150336,""
"A4","asthma","primary","WLS + density",2305,"dist per mile",3.70213432572545,2.34501972976822,-0.914116683526223,8.31838533497712,0.115536972966333,""
"A5","asthma","primary (uninsured available)","WLS + density + % uninsured",2304,"dist per mile",3.46288126355196,2.39400763608755,-1.24980410363583,8.17556663073975,0.149169482533357,""
"A6","asthma","primary","WLS 3-digit ZIP fixed effects",2305,"dist per mile",-1.79746505388656,2.06044710334957,-5.85352517978037,2.25859507200724,0.383761284952635,""
"A1","ami","primary","spatial lag (unweighted), direct effect",2305,"dist per mile",-0.0263105453200575,0.167959854113839,-0.355511859383183,0.302890768743068,0.89177849842421,"simulation-based p-value"
"A1","ami","primary","spatial lag (unweighted), indirect effect",2305,"dist per mile",-0.0775812369873145,0.500492955515796,-1.05854742979827,0.903384955823646,0.891144568449852,"simulation-based p-value"
"A1","ami","primary","spatial lag (unweighted), total effect",2305,"dist per mile",-0.103891782307372,0.668090299354838,-1.41334876904285,1.20556520442811,0.891245234598647,"simulation-based p-value"
"A2","ami","primary","spatial Durbin (unweighted), direct effect",2305,"dist per mile",-0.0358865112323416,0.155248844811217,-0.340174247062326,0.268401224597643,0.826916629333836,"simulation-based p-value"
"A2","ami","primary","spatial Durbin (unweighted), indirect effect",2305,"dist per mile",1.1613520327187,0.877414336451613,-0.558380066726462,2.88108413216386,0.17798058328387,"simulation-based p-value"
"A2","ami","primary","spatial Durbin (unweighted), total effect",2305,"dist per mile",1.12546552148636,0.950461841899435,-0.737439688636534,2.98837073160925,0.227139594775248,"simulation-based p-value"
"A3","ami","primary","WLS interaction dist x poverty",2305,"dist:poverty",0.0230123519373438,0.0259195586303711,-0.0280111798342351,0.0740358837089228,0.375395745212665,""
"A3","ami","primary","WLS interaction dist x pm25",2305,"dist:pm25",0.0736815800742492,0.169507259082685,-0.259999218378252,0.407362378526751,0.664131229388397,""
"A4","ami","primary","WLS + density",2305,"dist per mile",0.832167904469961,0.377739667741016,0.088574534952252,1.57576127398767,0.0284137755959691,""
"A5","ami","primary (uninsured available)","WLS + density + % uninsured",2304,"dist per mile",0.758399902658636,0.380867457365304,0.00864937299998703,1.50815043231728,0.0474326586731909,""
"A6","ami","primary","WLS 3-digit ZIP fixed effects",2305,"dist per mile",0.151059097632085,0.290464595728507,-0.420730327489779,0.722848522753949,0.603435444027673,""
