"geoid_2010","zip","population","network_dist_3parks_miles","mean_dist_3parks_miles","asthma_ed_per10k","ami_ed_per10k","pm25_ug_m3","ozone_ppm","poverty_pct_below_2x_fpl","ozone_ppm_ces3_2012_2014","land_area_sq_mi","in_primary","within_1p25mi"
"06037194102","90046",3189,1.25445585281953,0.341536473333333,19.95,9.72,11.55141434,0.05225601,20.6,0.051,1.35198974067491,1,1
"06037192002","90036",2597,0.463765981667064,0.367852863333333,25.11,10.71,11.76734525,0.04939042,20.2,0.048,0.331173717527221,1,1
"06037191902","90038",2788,0.9299596605822,0.67077729,37.5,11.19,11.89127311,0.04863521,18.1,0.048,0.280410835475225,1,1
"06037191901","90038",3060,0.492993418436332,0.431796616666667,40.28,10.1,11.89127311,0.04939042,31.7,0.05,0.298023240392405,1,1
"06037191302","90027",1947,0.58119395231846,0.44784377,47.59,14.15,12.03217459,0.04939042,47.5,0.048,0.163165654943489,1,1
"06037191301","90029",2224,0.610434437882765,0.42321928,70,18.14,12.03217459,0.04899293,48.1,0.048,0.104829363323216,1,1
"06037190802","90028",2982,0.35603947944007,0.266146536666667,53.48,13.5,11.90677464,0.04939042,49.7,0.05,0.187935256010114,1,1
"06037189905","90046",2432,0.425107994313211,0.312546133333333,27.24,13.36,11.7676418,0.05067132,28.4,0.05,0.0997587091181666,1,1
"06037189202","90027",2396,0.654776728903205,0.41620485,43.46,21.11,11.92720438,0.05022962,13,0.05,0.398139099244745,1,1
"06037189102","90027",3356,0.60155131531854,0.402429533333333,43.46,21.11,11.92720438,0.05022962,17.7,0.05,0.241349821656903,1,1
"06037189101","90027",2521,0.696994551817386,0.520923453333333,43.46,21.11,11.9949196,0.04978792,17,0.05,0.152599508227858,1,1
"06037188202","90027",2426,0.671788008033087,0.42410508,43.46,21.11,11.94592608,0.05067132,7.8,0.05,0.292669203417308,1,1
"06037270200","90034",3226,0.530767815954824,0.412708203333333,29.52,9.78,11.74486853,0.04632538,26,0.046,0.29281757811699,1,1
"06037270300","90034",2542,0.667166249105225,0.566228326666667,33.72,7.35,11.73778552,0.04632538,18,0.046,0.378360780081728,1,1
"06037271100","90064",2445,1.10303266424083,0.758404933333333,30.51,12.26,11.78318303,0.04716458,17.2,0.046,0.309869891616221,1,1
"06037141500","91436",2982,1.47360787998091,0.880341496666667,20.79,9.24,11.6681151,0.05685511,6.2,0.053,1.2871330917191,1,1
"06037271400","90066",3743,0.622905357710968,0.419370826666667,31.7,11.02,11.68678342,0.04632538,11,0.046,0.442707181080457,1,1
"06037271600","90066",4811,0.866576692118031,0.52528996,21.68,7.87,11.78676393,0.04632538,29.2,0.046,0.345836457097481,1,1
"06037271500","90066",3187,0.441382948580291,0.214204563333333,28.13,9.98,11.59513461,0.04632538,10.4,0.046,0.351069740692748,1,1
"06037271300","90064",4395,0.908624259325539,0.674051866666667,23.71,9.34,11.72305579,0.04676708,16,0.046,0.563840456167191,1,1
"06037271200","90064",2770,1.19473462479122,0.927091326666667,31.87,12.85,11.77486462,0.04716458,31.2,0.046,0.204531424979785,1,1
"06037271701","90034",5694,0.913342330788197,0.548221086666667,30.71,10.74,11.77449393,0.04632538,18.2,0.046,0.386009807448498,1,1
"06037271801","90034",3071,0.656193455221506,0.47554615,34.49,11.8,11.66040963,0.04588368,29,0.046,0.186755842516976,1,1
"06037271702","90034",3918,1.00756519426549,0.700301573333333,24.88,9.09,11.73728992,0.04632538,33.7,0.046,0.272690339378817,1,1
"06037464200","91108",6073,1.09732723395371,0.862691543333333,10.59,5.29,11.35077304,0.05763123,10.3,0.053,1.35533600255022,1,1
"06037139502","91316",2917,1.37647451383918,0.99572934,54.24,11.41,12.34764355,0.05938691,16.5,0.057,0.40309988713037,1,1
"06037530204","90640",3904,0.637399462141096,0.425163406666667,57.34,17.79,12.14306243,0.05022962,29.9,0.046,0.257809909075992,1,1
"06037530004","90640",3495,0.614871649566531,0.20223196,48.94,15.21,11.99952316,0.05168937,39.7,0.046,0.503879422037192,1,1
"06037530202","90640",4348,0.426216520520162,0.22243611,48.18,14.44,12.12462656,0.05022962,31.5,0.046,0.695242216243224,1,1
"06037530203","90640",2728,0.539079898393383,0.190225956666667,57.34,17.79,12.09672029,0.05116215,44,0.046,0.285794058665389,1,1
"06037432601","91732",7210,0.897266215302633,0.583944003333333,73.28,15.5,12.03686392,0.05763123,36,0.05,0.545691934323204,1,1
"06037431300","91016",2689,0.914268795235823,0.61196476,33.22,7.85,11.95304076,0.06133785,16,0.053,0.315790895219206,1,1
"06037432802","91731",5077,0.437749791219279,0.335787223333333,45.36,10.54,11.89284869,0.05679963,61.4,0.05,0.228629178855188,1,1
"06037433401","91733",3405,0.868588070667303,0.626244146666667,65.92,16.69,12.00258505,0.05605125,59,0.048,0.195448921173233,1,1
"06037433901","91732",6032,0.711681281317108,0.547156833333333,68.46,14.57,12.03649159,0.05679963,64.1,0.05,0.27858977238355,1,1
"06037134303","91303",5942,1.09539725503062,0.680335013333333,56.97,13.9,11.0936932,0.05938691,26.1,0.057,0.605932399809357,1,1
"06037433602","91770",2896,0.322000144158117,0.202797146666667,40.18,11.14,11.90115668,0.05462941,54.7,0.048,0.372716560564442,1,1
"06037434001","91732",4410,0.739439175216734,0.345714366666667,73.28,15.5,12.04991184,0.05605125,51.8,0.05,0.425700473694453,1,1
"06037433403","91732",4882,0.855167074286169,0.68829122,46.06,10.27,12.00572463,0.05605125,66.1,0.05,0.273034545716891,1,1
"06037133000","91335",4778,1.03026450528911,0.804959233333333,64.81,17.27,13.28667479,0.06133785,34.2,0.06,0.387548194671056,1,1
"06037132700","91335",4873,0.475202318460192,0.380298146666667,70.9,18.6,14.58823142,0.06236471,39.7,0.06,0.509178684395582,1,1
"06037131900","91406",4597,0.735078392189613,0.57432834,76.01,19.17,13.29586683,0.06236471,20.5,0.06,0.509001105676891,1,1
"06037133100","91335",5609,0.718953188379862,0.456463956666667,80.89,21.54,13.28066467,0.06133785,36.9,0.06,0.585556669713823,1,1
"06037134101","91306",5579,1.31807742782152,0.928950726666667,70.21,17.96,12.21868346,0.06236471,42.8,0.057,0.411469580178884,1,1
"06037134103","91306",4659,1.19368575021872,0.863277173333333,84.14,21.42,11.8586098,0.06133785,27.7,0.057,0.404519874077723,1,1
"06037131300","91335",5102,1.40453315139585,1.0786659,62.36,16.74,13.328001,0.06350576,30.9,0.06,0.431669124847836,1,1
"06037134201","91304",4735,1.28922529925237,0.885082436666667,51.81,11.87,11.59347741,0.06133785,21.8,0.057,0.567201697053351,1,1
"06037131100","91406",3197,1.53635580708661,1.2052402,63.41,16.14,12.72007499,0.06350576,26.4,0.06,0.425268525031955,1,1
"06037131010","91335",6686,1.63009710788992,1.25037445666667,72.56,19.4,13.17311521,0.06236471,42.8,0.06,0.410709094185765,1,0
"06037134304","91304",3042,0.812251451523105,0.626994566666667,58.61,13.1,11.18491889,0.060311,27.7,0.057,0.394025599746865,1,1
"06037134302","91304",4112,0.866410786009703,0.7439656,59.24,13.52,10.96490305,0.060311,20.7,0.057,0.506342708214209,1,1
"06037134305","91304",4183,0.793977546130597,0.539913756666667,69.12,15.55,11.50949454,0.060311,74.9,0.057,0.137868300305054,1,1
"06037134422","91307",4924,0.813424600334049,0.55083754,41.39,12.07,10.69531607,0.05938691,8.9,0.057,0.908049410176636,1,1
"06037703002","90056",6721,0.648586629086137,0.371016483333333,55.46,8.95,11.7994331,0.04435661,12.6,0.046,1.25510783973831,1,1
"06037231300","90062",5754,0.508821606816193,0.339717066666667,65.75,11.65,11.98149623,0.04490202,47.5,0.046,0.253926851971919,1,1
"06037228710","90011",3982,0.427781133182216,0.323419673333333,69.72,22.77,12.10765122,0.04588368,74.6,0.046,0.156491318902618,1,1
"06037228720","90011",4825,0.396577736021634,0.33720192,69.72,22.77,12.21219619,0.04588368,71.7,0.046,0.156226682641412,1,1
"06037229100","90011",5146,0.309444717847769,0.238161993333333,69.72,22.77,12.15277014,0.04539285,61,0.046,0.183387047934749,1,1
"06037229300","90011",5715,0.255742091187465,0.229271513333333,69.72,22.77,12.00225165,0.04490202,71.6,0.046,0.194181399121172,1,1
"06037229410","90011",3697,0.208847828680506,0.18414513,69.59,22.72,12.00225165,0.04490202,66.1,0.046,0.209440773603783,1,1
"06037229420","90011",4759,0.392829003618866,0.35201561,66.83,21.79,12.10765122,0.04539285,62.7,0.046,0.225736572735463,1,1
"06037231800","90037",5436,0.700811013680108,0.579778973333333,50.62,12.03,12.0084908,0.04539285,72.6,0.046,0.200976750121065,1,1
"06037231100","90007",3474,0.747271559094886,0.527200173333333,41.22,11.42,12.08083341,0.04539285,80.8,0.046,0.342731117819688,1,1
"06037231900","90037",6162,0.576026008112622,0.42749011,53.06,12.42,11.99843255,0.04490202,64,0.046,0.218028065526911,1,1
"06037231210","90037",4040,0.613844522985763,0.440112533333333,81.31,16.43,11.99266542,0.04490202,58.4,0.046,0.124062859682394,1,1
"06037231720","90037",4934,0.793036168774358,0.552618413333333,100.68,20.14,12.0084908,0.04490202,55.7,0.046,0.180964648343501,1,1
"06037232400","90062",7361,0.769940422930088,0.625846563333333,128.19,21.61,11.95360692,0.04435661,46.1,0.046,0.429822422304479,1,1
"06037232300","90037",6006,0.59890738089557,0.477307913333333,88.18,16.55,11.96219866,0.04490202,55.2,0.046,0.242717343613211,1,1
"06037232200","90037",3487,0.525588687067526,0.412540346666667,91.04,17.25,11.97864156,0.04490202,50.5,0.046,0.201869250818298,1,1
"06037232110","90037",3038,0.315094846098783,0.209508193333333,100.68,20.14,11.96948377,0.04490202,63.7,0.046,0.146395165179735,1,1
"06037125320","91601",5106,1.06000705877674,0.674193086666667,62.98,15.03,11.56009788,0.05846283,43,0.053,0.245065616911655,1,1
"06037277200","90045",2196,1.04970410303826,0.770956523333333,26.3,11.75,11.97162189,0.04320513,36.2,0.046,0.402432479008562,1,1
"06037291110","90044",4391,0.450840839497336,0.313238013333333,81.43,14.75,12.13197187,0.04259906,50.1,0.044,0.273636532429487,1,1
"06037703001","90056",6503,0.538364700151117,0.344091493333333,39.43,9.37,11.69361957,0.04435661,7.4,0.046,1.83223434324569,1,1
"06037231600","90037",7420,0.746041244134256,0.586179296666667,92.24,17.69,11.97864156,0.04490202,54,0.046,0.368484300162675,1,1
"06037291120","90248",2407,0.481651530064424,0.408900113333333,70.95,13.39,12.14261917,0.04259906,44.7,0.044,0.26991048242457,1,1
"06037125310","91601",4313,0.875256004931202,0.627554753333333,53.69,12.98,11.54950171,0.05846283,38.1,0.053,0.406631287403864,1,1
"06037291130","90248",3626,0.906390429889446,0.77208563,75.78,14.63,12.11872262,0.04259906,27.6,0.044,0.499921403894013,1,1
"06037124600","91423",2691,1.22667061858745,0.93700575,36.87,16.87,11.61984123,0.05938691,26.3,0.053,0.431669563440583,1,1
"06037540400","90059",2109,0.554843464169252,0.46059599,122.71,25.25,12.0701055,0.0438112,55.9,0.044,0.130359103229628,1,1
"06037535607","90280",4946,0.894459481627296,0.689250696666667,44,14.89,12.07341395,0.04435661,52.9,0.044,0.363355557971268,1,1
"06037124000","91607",5219,1.04311197605981,0.70991936,40.05,17.42,11.54776039,0.05846283,18.2,0.053,0.520026561469427,1,1
"06037532700","90001",3417,0.424381611389485,0.28587684,72.22,22.06,12.136112,0.04539285,68.9,0.046,0.298754057167853,1,1
"06037540502","90262",6163,0.384236061401416,0.212243846666667,63.03,17.35,12.08913112,0.0438112,66.5,0.044,0.231153655896513,1,1
"06037540202","90262",7116,0.648460490734113,0.514745003333333,56.87,16.06,12.02885778,0.04435661,70.3,0.044,0.292337141036528,1,1
"06037540501","90262",6713,0.286653443887696,0.234385603333333,67.87,18.84,12.08997374,0.0438112,36.8,0.044,0.561112300341796,1,1
"06037540201","90280",2587,0.757069961425276,0.68275203,31.32,9.61,12.05144249,0.04490202,67.9,0.044,0.101081026192433,1,1
"06037532400","90058",45,1.64632048834805,1.02348039666667,109.89,20.16,12.18145711,0.04673761,4.4,0.046,4.99237407641999,1,1
"06037402801","91766",4976,0.705876431639227,0.583983726666667,67.92,15.89,12.75120791,0.05763123,54.4,0.057,0.694371622470499,1,1
"06037402502","91766",6839,0.437583885110952,0.334516433333333,74.95,17.48,12.50761355,0.05605125,52.3,0.057,0.568249717795037,1,1
"06037402402","91766",6635,0.627031883798616,0.432598356666667,66.68,15.23,12.44092467,0.05605125,42.8,0.057,2.06523747060368,1,1
"06037402403","91768",5231,0.818342753320608,0.952229896666667,56.6,12.56,12.35454552,0.05535282,28.9,0.057,0.784487092104836,1,1
"06037402902","91766",6903,0.502573719478247,0.38038291,74.95,17.48,12.57603309,0.05605125,51.6,0.057,0.708961113207581,1,1
"06037402404","91768",1862,1.18311622623877,0.80109024,38.82,8.97,12.22929541,0.05535282,,0.057,1.62129755069802,0,1
"06037403303","91789",2741,1.40530613715899,0.755753013333333,26.46,10.71,12.29942209,0.05168937,27.2,0.053,1.72102132417897,1,1
"06037403000","91766",6950,0.56344137735624,0.34544382,74.95,17.48,12.54493086,0.05605125,48.5,0.057,0.934351199616125,1,1
"06037192420","90004",4280,0.637468434343434,0.462440186666667,56.78,14.58,12.01439591,0.04791979,48.2,0.048,0.125493152470109,1,1
"06037192410","90004",3700,0.665807310307802,0.521110666666667,52.31,13.45,11.92386634,0.04791979,29.4,0.048,0.263978947129607,1,1
"06037192510","90004",3840,0.524897100930566,0.420210126666667,49.01,12.6,12.01439591,0.04791979,50.9,0.048,0.13257597974417,1,1
"06037192520","90004",5269,0.47212156008908,0.336937373333333,40.82,10.51,12.04695849,0.04791979,51.8,0.048,0.117788401512778,1,1
"06037192610","90004",3703,0.495270743855882,0.345996876666667,53.46,13.73,12.10279177,0.0482775,64.1,0.048,0.160221557731398,1,1
"06037195400","90026",4451,0.577273100095443,0.39400993,42.99,11.02,12.13679062,0.04939042,18.5,0.048,0.397699088954505,1,1
"06037192700","90004",3449,0.252212702815557,0.203516463333333,49.08,12.62,12.16076534,0.0482775,51,0.048,0.205213312261499,1,1
"06037194300","90069",3262,1.26940355822,0.418909606666667,12.8,6.13,11.50092642,0.05168937,7.4,0.05,0.95530156411413,1,1
"06037192620","90004",3542,0.438032515111747,0.300220383333333,56.78,14.58,12.10279177,0.04791979,60.9,0.048,0.0940212698304627,1,1
"06037195600","90026",2948,0.67745739879106,0.53695336,55.72,14.06,12.22276714,0.04863521,39.5,0.046,0.201987044863692,1,1
"06037195100","90039",4978,0.62949375646226,0.26580177,33.65,8.4,12.00322844,0.05022962,7.3,0.048,0.731880300917675,1,1
"06037570001","90713",4764,0.927183374095284,0.72273286,28.05,11.44,11.74267889,0.0438112,18.6,0.044,0.591899431993918,1,1
"06037570902","90713",3583,0.496942853734192,0.421761793333333,34.4,15.1,11.67212819,0.04320513,18.1,0.044,0.408024775553892,1,1
"06037570702","90712",2296,0.494276549948302,0.285943513333333,138.46,14.25,11.93730018,0.04259906,16.1,0.042,0.261198580211629,1,1
"06037570701","90712",7372,0.656217688698004,0.52473503,123.15,13.18,11.81301379,0.04259906,14.4,0.042,0.683861353656948,1,1
"06037571101","90713",4402,0.273712146066969,0.20660812,34.4,15.1,11.6438093,0.04259906,9.9,0.044,0.510367471698548,1,1
"06037571300","90712",4484,0.5146084367295,0.469853483333333,103.58,11.46,11.66104793,0.04192559,18.6,0.042,0.805079297421949,1,1
"06037570003","90712",4119,0.792744124314006,0.56700277,127.45,13.38,11.84858192,0.04320513,10.4,0.044,0.441856126335653,1,1
"06037571102","90713",4073,0.446190497494631,0.35847367,33.59,14.74,11.62150813,0.04259906,19,0.042,0.485949617143223,1,1
"06037555211","90716",5652,0.465037307126382,0.259343016666667,53.8,19.6,11.67866576,0.04320513,48.9,0.044,0.307747802854971,1,1
"06037570202","90805",6124,0.644768303109839,0.458750526666667,63.41,14.42,12.19282827,0.04320513,40.2,0.042,0.644220065643467,1,1
"06037503802","90638",4900,0.481721745009147,0.324129496666667,37.42,16.37,11.96607247,0.04756207,16.7,0.046,0.50970560899602,1,1
"06037503801","90638",3851,0.503392065338424,0.183428606666667,33.05,13.7,11.96890619,0.04791979,17.6,0.046,0.501453848442571,1,1
"06037503902","90638",4939,0.97596536228426,0.90693143,37.42,16.37,11.98892325,0.04673761,18.5,0.046,2.04149117205793,1,1
"06037504002","90638",5461,0.621661372584109,0.498437033333333,37.42,16.37,11.97039347,0.04716458,12.8,0.046,0.59616314787252,1,1
"06037503901","90638",2942,0.585053910164638,0.467287826666667,35.39,15.13,12.01645709,0.04716458,18.5,0.046,0.351874897255803,1,1
"06037480102","91775",4487,0.991520768710729,0.83718228,21.62,10.22,11.68274338,0.05763123,25.7,0.051,0.476746259943255,1,1
"06037504101","90638",4826,0.663666065179353,0.503399363333333,28.45,12.07,11.94009075,0.04716458,35.2,0.046,0.470573341056767,1,1
"06037980004","93550",0,3.15927297085023,2.26149501666667,69.91,11.74,7.008507512,0.06236471,,0.062,17.4447699692722,0,0
"06037980003","93535",0,14.2810194712877,10.2431220933333,48.53,11.32,6.463688923,0.06236471,,0.062,74.577160393219,0,0
"06037980002","90745",0,1.77758328859461,1.22581855666667,,,11.82071647,0.03975537,,0.042,2.6915079017023,0,1
"06037980001","91505",0,1.95225880855802,0.915551263333333,,,11.50704213,0.06133785,,0.055,0.893963696968478,0,1
"06037930301","93563",796,18.6293937157003,4.98666848666667,23.43,7.07,10.66986992,0.06727674,,0.057,398.830843968623,0,0
"06037920338","91381",5711,0.98921299610276,0.625356293333333,21,11.66,9.910647406,0.06350576,8.4,0.062,1.43503332064717,1,1
"06037920119","91384",1974,3.4805728296747,1.21293625,29.55,10.63,8.835842535,0.060311,12.2,0.06,1.95319822397949,1,1
"06037920116","91384",5481,1.01236404398314,0.816400026666667,29.55,10.63,8.795164145,0.06133785,15.5,0.06,2.86546701785824,1,1
"06037920045","91350",4282,1.15250251033962,0.614297606666667,24.51,11,9.68763411,0.06464682,7.6,0.062,0.722079517171992,1,1
"06037910713","93552",5787,0.908889584824624,0.810593253333333,79.73,18.78,8.176058732,0.06236471,37.7,0.062,0.771340292338253,1,1
"06037910712","93552",2904,1.08583435238209,0.67225967,79.34,18.67,8.480696039,0.06236471,30.9,0.062,0.801206256078141,1,1
"06037188201","90027",3473,0.450471123637954,0.25391163,29.5,11.4,12.00322844,0.05067132,18.1,0.05,0.29850786435618,1,1
"06037187101","90039",3438,0.63824204147777,0.46985451,45.8,9.99,11.96632968,0.05116215,23.2,0.05,0.305044159198862,1,1
"06037186404","90065",2631,0.658120948659827,0.441284406666667,65.4,11.07,12.05494302,0.05116215,39.5,0.048,0.155398575631299,1,1
"06037186403","90065",2698,0.64590168416448,0.37727035,65.4,11.07,11.94222572,0.05116215,34.8,0.048,0.209580749596569,1,1
"06037186302","90065",5096,0.523891100970333,0.268258073333333,65.4,11.07,11.88924998,0.05219839,29.6,0.048,0.649951578534467,1,1
"06037186203","90065",3416,0.509955609242027,0.26394647,39.39,8.59,11.7845552,0.05219839,23.4,0.048,0.325414376501134,1,1
"06037186202","90065",2007,0.93563650779448,0.576850853333333,37.61,7.18,11.83627425,0.0527438,30.1,0.05,0.158527218201786,1,1
"06037271802","90034",5644,0.72680980573451,0.54115202,34.49,11.8,11.66040963,0.04588368,19.2,0.046,0.22228358322116,1,1
"06037272100","90066",4578,0.997142935258093,0.703216903333333,34.75,12.11,11.68678342,0.04588368,21.7,0.046,0.462962994003861,1,1
"06037272302","90066",4457,0.867838697009465,0.763972163333333,35.21,12.29,11.63317139,0.04539285,32.3,0.046,0.195948509481767,1,1
"06037272301","90066",3045,0.757843568559612,0.714100246666667,35.21,12.29,11.76013155,0.04539285,17.5,0.046,0.232428619740266,1,1
"06037139802","91356",4126,0.654187047641772,0.27342478,42.56,10.2,11.74846744,0.05763123,12.9,0.055,2.34291693524415,1,1
"06037185320","90065",2991,0.336361275153106,0.214182196666667,65.4,11.07,12.45587973,0.05022962,58.9,0.046,0.229756348437059,1,1
"06037139801","91356",3488,1.42214094687028,0.947999613333333,59.55,13.44,11.96890818,0.05938691,9.5,0.057,1.41694027811193,1,1
"06037135102","91307",3726,0.695985445001193,0.592062966666667,40.43,13.82,11.07405896,0.05938691,14.5,0.057,0.648528978192877,1,1
"06037139702","91436",6447,1.16672383281635,0.51990755,17.69,6.93,11.74829092,0.05763123,9.7,0.053,3.62767817637202,1,1
"06037700300","90069",6223,0.244408280641056,0.204714253333333,18.53,8.56,11.7451443,0.05022962,19.3,0.05,0.234703628346,1,1
"06037113213","91311",5248,1.10970121987592,0.55561186,54.03,17.22,10.67168543,0.06133785,15.5,0.057,0.500339702860644,1,1
"06037530301","90022",2211,0.467192222421061,0.36581783,72.44,16.96,12.23170295,0.05022962,46.2,0.046,0.2253929674237,1,1
"06037530302","90022",6849,0.739255249343832,0.551283316666667,67,15.84,12.23883919,0.05022962,45.8,0.046,0.328244602671554,1,1
"06037532002","90640",3360,0.715928974787242,0.518341776666667,57.34,17.79,12.19858018,0.04981739,56.4,0.046,0.322493237816061,1,1
"06037532101","90640",6747,0.766120854211405,0.49086301,56.92,17.67,12.07970385,0.05022962,46.9,0.046,0.554032557527841,1,1
"06037138000","91364",4780,0.749490475622365,0.221497916666667,33.07,11.7,11.36947068,0.05763123,13.6,0.055,1.72772195532975,1,1
"06037481714","91754",2739,0.526379692595244,0.41023521,36.6,9.43,12.00233411,0.0527438,50.7,0.048,0.176774488495239,1,1
"06037481800","91803",2558,0.971258475503062,0.548404576666667,29.79,7.67,11.96491784,0.05219839,16,0.048,0.317234732072187,1,1
"06037433200","91731",6246,0.557591788952517,0.45040547,48.95,11.33,11.99426857,0.05605125,51.4,0.05,0.690191632624908,1,1
"06037433302","91732",1530,0.869321288674143,0.546876336666667,73.28,15.5,12.09259994,0.05679963,58.9,0.05,0.334138955151034,1,1
"06037433501","91733",1949,0.464507277499403,0.31007192,65.92,16.69,12.00416809,0.05462941,61.1,0.048,0.45814013324177,1,1
"06037433402","91733",4713,0.894890713234709,0.662548966666667,47.03,11.44,12.00572463,0.05605125,53.6,0.05,0.220419590355185,1,1
"06037433700","91733",3684,0.307780685794957,0.423858516666667,65.92,16.69,12.00257511,0.05462941,46.4,0.048,1.23655154714204,1,1
"06037433801","91733",5944,0.84416942555476,0.570927263333333,65.92,16.69,12.03999382,0.05530288,52.1,0.048,0.60660813178791,1,1
"06037433601","91770",5066,0.814486523701583,0.4477988,37.84,10.34,11.96177798,0.05530288,36.2,0.048,0.433572606103586,1,1
"06037134710","91306",5836,0.973699842917363,0.70752515,84.14,21.42,12.10983792,0.06133785,60.2,0.057,0.220287293224292,1,1
"06037134520","91303",6065,1.17905805098226,0.95693693,86.35,18.41,11.5987061,0.060311,54.4,0.057,0.373455345343651,1,1
"06037134720","91306",5074,0.958965889207031,0.832446326666667,79.11,20.17,12.54060138,0.06133785,37.7,0.057,0.382053705824542,1,1
"06037206010","90012",4121,0.266370645430685,0.17460303,30.75,10.73,13.32985065,0.04863521,58.4,0.046,0.555292314600626,1,1
"06037134800","91306",6399,1.19086534637716,0.94431423,75.02,19.21,12.53052604,0.06133785,28.1,0.057,0.720245432987721,1,1
"06037134901","91335",3140,1.21796707229778,0.953243793333333,42.02,12.52,12.76048166,0.060311,30.8,0.06,0.408027219190593,1,1
"06037135111","91303",3313,0.956446229022509,0.687673183333333,58.57,13.2,11.31242478,0.05938691,11.4,0.057,0.40389554038918,1,1
"06037135201","91307",2788,1.31931892746361,0.770505363333333,38.39,13.28,10.96486927,0.05846283,14.6,0.057,0.591305905535605,1,1
"06037408628","91745",5177,0.481268765410006,0.395396846666667,41.15,11.18,11.97278589,0.05219839,25.4,0.048,0.951070180530674,1,1
"06037408705","91748",5625,1.21326826334208,0.734333026666667,25.99,9.07,12.17657329,0.05116215,19.6,0.051,0.741010303966222,1,1
"06037408703","91748",6545,1.54824574485008,1.26189166666667,20.31,7.2,11.9948863,0.04981739,13,0.05,6.59164340410814,1,0
"06037406602","91790",5198,0.733770405829953,0.519937783333333,45.41,10.27,12.07784169,0.05605125,27.7,0.053,0.613247596460974,1,1
"06037408800","91766",4387,0.295193569553806,0.23386424,74.6,16.81,12.63844027,0.05763123,51.4,0.057,0.692033517470472,1,1
"06037232600","90037",6833,0.79680851328243,0.626065246666667,79.44,15.29,11.97005427,0.04435661,49.7,0.046,0.306484874328246,1,1
"06037232500","90062",4940,0.484110295872107,0.356743486666667,112.71,18.74,11.94659663,0.04435661,41.3,0.046,0.29693675468958,1,1
"06037232800","90037",4489,0.419772279885469,0.33857731,50.48,12,11.99449266,0.04490202,63.8,0.046,0.165230740003667,1,1
"06037232700","90037",6568,0.660169609480633,0.51423564,98.16,19.67,11.97007108,0.04490202,53.3,0.046,0.28168081166751,1,1
"06037234300","90008",3805,0.36682089099658,0.31568672,122.21,16.18,11.92169725,0.04490202,23.6,0.046,0.334203792100806,1,1
"06037234700","90043",3690,0.544962419470293,0.436430603333333,137.44,16.12,11.95162029,0.0438112,34.8,0.046,0.286881056536202,1,1
"06037234800","90043",3317,0.62808821482542,0.51903072,132.38,15.43,11.95162029,0.0438112,23.4,0.046,0.252558522417696,1,1
"06037235100","90043",4401,0.691487338940587,0.56801633,132.05,15.53,11.91305485,0.0438112,18.4,0.046,0.45585613796505,1,1
"06037234600","90043",4908,0.51966329137835,0.434532296666667,129.15,15.28,11.92245429,0.0438112,27.4,0.046,0.501938288311293,1,1
"06037234000","90008",5417,0.769266235186511,0.63002523,78.95,11.21,11.96275337,0.04490202,34.2,0.046,0.481167835538828,1,1
"06037235202","90043",4331,0.605500129245208,0.495856146666667,131.73,15.49,11.93412511,0.0438112,41.2,0.046,0.328468025965957,1,1
"06037235201","90043",2682,0.6639904209417,0.489547916666667,123.34,14.56,11.93780554,0.0438112,39.9,0.046,0.251124676950737,1,1
"06037703100","90043",6068,0.465905362681937,0.296823603333333,130.09,15.36,11.87615491,0.04435661,16.5,0.046,1.02857144537625,1,1
"06037700600","90210",5021,0.547009216177523,0.366728113333333,16.23,9.16,11.60694985,0.05076979,15.8,0.048,2.19599170933646,1,1
"06037703200","90043",5688,0.53590469160105,0.372228826666667,121.03,14.36,11.90810602,0.04435661,18.6,0.046,0.812427915458655,1,1
"06037701502","90404",3530,0.445131680983059,0.39828124,59.14,11.14,11.72139398,0.04791979,12.8,0.046,0.237403311176205,1,1
"06037620002","90245",3493,0.300594527956733,0.20617962,22.71,9.11,11.88115235,0.04259906,15.2,0.044,0.457519869900098,1,1
"06037533701","90270",2998,0.319926007118428,0.270711193333333,44.91,17.02,12.12538715,0.04716458,59.1,0.046,0.154833509464644,1,1
"06037191000","90028",4454,0.423694374850871,0.344919336666667,53.18,12.08,11.97617641,0.05022962,30,0.05,0.249973393732684,1,1
"06037533107","90255",3503,0.61212456752565,0.45991978,60.74,24.24,12.0654342,0.04588368,64.7,0.046,0.133384738532255,1,1
"06037534302","90201",3720,0.32531702358228,0.242196093333333,46.98,20.41,12.03778507,0.04588368,57.9,0.046,0.149021550270746,1,1
"06037532500","90255",4195,1.0147047492643,0.775518576666667,54,19.34,12.10088367,0.04632538,48.3,0.046,0.393294997663136,1,1
"06037534404","90201",3677,0.557094070627535,0.475617,47.59,20.82,12.03133345,0.04588368,48.2,0.046,0.158407882897578,1,1
"06037481201","91780",3910,1.07559974747475,0.810550836666667,27.26,9.3,11.77876176,0.05763123,33.8,0.05,0.387243034579028,1,1
"06037533401","90270",5098,0.520069668138074,0.423210226666667,48.68,16.83,12.11512207,0.04716458,43.7,0.046,0.182483832775974,1,1
"06037123206","91606",2572,1.01916122345502,0.844013466666667,52.8,14.81,11.51704283,0.06133785,59.1,0.055,0.232783795490474,1,1
"06037534201","90201",4768,0.490056196810626,0.29755116,54.25,23.93,12.02968272,0.04632538,61.9,0.046,0.198311802337579,1,1
