Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_,Pesticides,Pesticid_1,Tox_Releas,Tox_Rele_1,Traffic,Traffic_Pc,Drinking_W,DrinkingWa,Lead,Lead_Pctl,Cleanups,Cleanups_P,Groundwate,GW_Threats,Haz_Waste,Haz_Waste_,Imp_Water_,ImpWaterBo,Solid_Wast,Solid_Wa_1,Pollution,PollutionS,Pollution_,Asthma,Asthma_Pct,Low_Birth_,LowBirthW_,Cardiovasc,Cardiova_1,Education,Education_,Ling_Isol,Ling_Isol_,Poverty,Poverty_Pc,Unemployme,Unemploy_P,HousBurd,HousBurd_P,PopChar,PopCharSco,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_Am,Native_Ame,Asian_Amer,Pacific_Is,Other_Mult,Shape_Leng,Shape_Area,County,ApproxLoc,Shape__Area,Shape__Length,OBJECTID,From_Tract,FREQUENCY,MEAN_Total_Miles
6037194102.000000000000000,90046,3189,12.787045750000001,19.906707010000002,0.052256010000000,66.957062850000000,11.551414339999999,62.128189169999999,0.057916446000000,21.120099560000000,0.000000000000000,0.000000000000000,1294.135009999999966,69.917479369999995,1025.255057000000079,59.562500000000000,725.978156300000023,79.018358939999999,45.468663540000001,45.040957779999999,4.500000000000000,40.836132890000002,0.000000000000000,0.000000000000000,0.100000000000000,16.637988090000000,4,43.784124319999997,0.000000000000000,0.000000000000000,40.395936990000003,4.932335883000000,43.907902919999998,19.949999999999999,9.284646062000000,2.230000000000000,2.950987939000000,9.720000000000001,27.330508470000002,3.900000000000000,15.780814980000001,2.400000000000000,18.906482610000001,20.600000000000001,35.565326630000001,8.900000000000000,81.012493489999997,13.900000000000000,32.712294040000003,24.992098259999999,2.592492899000000,13.300554719999999,8.936999999999999,69.175299999999993,21.887699999999999,8.153000000000000,74.474800000000002,6.898700000000000,0.000000000000000,6.585100000000000,0.000000000000000,3.888400000000000,11479.881021499999406,3501637.353190000168979,Los Angeles,Los Angeles,5121609.734375000000000,13887.050987605360206,456,6037194102.000000000000000,3,0.341536473333333
6037192002.000000000000000,90036,2597,24.356609060000000,47.516389310000001,0.049390420000000,59.688861230000001,11.767345250000000,68.462974489999993,0.120469582000000,43.559427499999998,0.000000000000000,0.000000000000000,1523.086669999999913,73.593398350000001,1048.647919000000002,61.062500000000000,787.940335399999981,92.531534910000005,58.967611339999998,64.385633270000000,1.000000000000000,17.077267639999999,18.600000000000001,66.146438649999993,0.270000000000000,45.731303769999997,0,0.000000000000000,0.000000000000000,0.000000000000000,47.204028149999999,5.763602461000000,62.812694460000003,25.109999999999999,16.674975069999999,5.620000000000000,67.372337700000003,10.710000000000001,35.717846459999997,3.000000000000000,10.807390529999999,2.300000000000000,18.107998380000002,20.199999999999999,34.698492459999997,10.400000000000000,87.688703799999999,18.500000000000000,56.476552599999998,40.738773649999999,4.225934947000000,36.270801820000003,5.929900000000000,82.210200000000000,11.859800000000000,7.046600000000000,72.275700000000001,2.772400000000000,0.000000000000000,6.892600000000000,1.116700000000000,9.896000000000001,3899.251472299999932,857735.990740000037476,Los Angeles,Los Angeles,1253585.140625000000000,4711.680470007746408,446,6037192002.000000000000000,3,0.367852863333333
6037191902.000000000000000,90038,2788,22.623873430000000,43.557740799999998,0.048635210000000,56.963285630000001,11.891273110000000,72.856253890000005,0.236964931000000,68.363410079999994,0.000000000000000,0.000000000000000,1517.378296000000091,73.505876470000004,1539.686214999999947,78.762500000000003,787.940335399999981,92.531534910000005,61.089610950000001,67.296786389999994,14.400000000000000,73.982829409999994,58.000000000000000,92.196579779999993,0.335000000000000,54.639311710000001,0,0.000000000000000,3.000000000000000,63.665521190000000,61.488920090000001,7.507784929000000,92.669570629999996,37.500000000000000,37.300598209999997,1.410000000000000,0.538876059000000,11.190000000000000,39.456630109999999,3.600000000000000,14.173626929999999,7.700000000000000,52.009744210000001,18.100000000000001,29.736180900000001,2.800000000000000,14.393545030000000,17.399999999999999,51.356147020000002,29.049608469999999,3.013388589000000,18.696419570000000,6.922500000000000,84.863699999999994,8.213800000000001,9.146300000000000,78.909599999999998,0.645600000000000,0.035900000000000,6.420400000000000,0.000000000000000,4.842200000000000,3523.621653860000151,726260.729796000057831,Los Angeles,Los Angeles,1061426.316406250000000,4258.442199703050392,444,6037191902.000000000000000,3,0.670777290000000
6037191901.000000000000000,90038,3060,29.759341270000000,58.194654559999996,0.049390420000000,59.688861230000001,11.891273110000000,72.856253890000005,0.728850032000000,95.892968260000004,0.000000000000000,0.000000000000000,1462.809672000000091,72.543135780000000,1457.240743999999950,77.187500000000000,787.940335399999981,92.531534910000005,34.750952060000003,30.308758659999999,25.500000000000000,86.487495330000002,87.250000000000000,95.849244560000002,0.550000000000000,72.587690269999996,0,0.000000000000000,3.000000000000000,63.665521190000000,62.990081150000002,7.691076397000000,94.125700060000000,40.280000000000001,41.899302089999999,2.050000000000000,2.219656146000000,10.100000000000000,30.745264209999998,7.600000000000000,32.624651989999997,4.400000000000000,33.942346729999997,31.699999999999999,56.570351760000001,5.000000000000000,44.351900049999998,25.199999999999999,80.747782000000001,37.301073660000000,3.869333723000000,30.950579930000000,3.823500000000000,88.594800000000006,7.581700000000000,26.568600000000000,56.568600000000004,7.647100000000000,0.000000000000000,4.803900000000000,0.000000000000000,4.411800000000000,3612.345780480000030,771876.649119999958202,Los Angeles,Los Angeles,1128282.468750000000000,4366.357276131871913,443,6037191901.000000000000000,3,0.431796616666667
6037191302.000000000000000,90027,1947,44.642616130000000,81.543116490000003,0.049390420000000,59.688861230000001,12.032174590000000,80.112009959999995,0.156030000000000,52.731798380000001,0.000000000000000,0.000000000000000,1465.680317999999943,72.630657659999997,997.631475399999999,57.662500000000001,787.940335399999981,92.531534910000005,62.698619579999999,69.477000630000006,2.250000000000000,27.491601339999999,2.000000000000000,14.311804750000000,1.710000000000000,91.608206490000001,0,0.000000000000000,0.000000000000000,0.000000000000000,49.296971069999998,6.019150376000000,68.649657750000003,47.590000000000003,52.966101690000002,7.190000000000000,91.544778030000003,14.150000000000000,61.253738779999999,21.600000000000001,67.425968109999999,13.600000000000000,73.095141429999998,47.500000000000000,79.133165829999996,6.700000000000000,64.510671529999996,28.500000000000000,87.883396700000006,71.498937440000006,7.416763720000000,82.097831569999997,7.755500000000000,82.896799999999999,9.347700000000000,52.182800000000000,26.245500000000000,1.027200000000000,0.000000000000000,18.695399999999999,0.000000000000000,1.849000000000000,2851.405381709999801,422597.106264000001829,Los Angeles,Los Angeles,617805.722656250000000,3447.756039877509465,433,6037191302.000000000000000,3,0.447843770000000
6037191301.000000000000000,90029,2224,48.569602770000003,86.207766010000000,0.048992930000000,57.772246420000002,12.032174590000000,80.112009959999995,0.185177185000000,59.340385810000001,0.000000000000000,0.000000000000000,1490.098653000000013,73.155788950000002,903.172948000000019,51.774999999999999,787.940335399999981,92.531534910000005,70.868646720000001,80.163831130000005,2.250000000000000,27.491601339999999,4.000000000000000,26.166362280000001,0.740000000000000,79.629384509999994,0,0.000000000000000,0.000000000000000,0.000000000000000,50.123389639999999,6.120055919000000,70.640945860000002,70.000000000000000,78.614157530000000,8.900000000000000,98.588657940000004,18.140000000000001,81.206380859999996,24.199999999999999,71.753986330000004,22.100000000000001,89.227229670000000,48.100000000000001,79.824120600000001,2.100000000000000,7.144716294000000,27.800000000000001,86.425855510000005,76.505790230000002,7.936137090000000,88.666162380000003,9.847099999999999,77.472999999999999,12.679900000000000,57.284199999999998,19.064699999999998,5.125900000000000,0.000000000000000,18.075500000000002,0.000000000000000,0.449600000000000,2601.721627519999856,271506.804585999983829,Los Angeles,Los Angeles,396886.269531250000000,3142.178103673857095,432,6037191301.000000000000000,3,0.423219280000000
6037190802.000000000000000,90028,2982,53.738183659999997,91.477559249999999,0.049390420000000,59.688861230000001,11.906774640000000,73.403858119999995,0.365935126000000,82.464219040000003,0.000000000000000,0.000000000000000,1436.242696000000024,72.118029510000000,1142.099960000000010,66.037499999999994,787.940335399999981,92.531534910000005,59.573038730000000,65.154379329999998,21.199999999999999,83.072041810000002,42.000000000000000,87.099452099999993,0.565000000000000,73.050959629999994,0,0.000000000000000,1.500000000000000,42.313860249999998,61.652286099999998,7.527731887000000,92.906036090000001,53.479999999999997,60.692921239999997,4.690000000000000,43.546317680000001,13.500000000000000,57.377866400000002,27.600000000000001,77.056441410000005,20.800000000000001,87.616727569999995,49.700000000000003,81.356783919999998,8.699999999999999,79.724102029999997,31.899999999999999,93.067173639999993,68.818307079999997,7.138695223000000,78.593040849999994,4.493600000000000,86.686800000000005,8.819599999999999,44.533900000000003,30.885300000000001,8.182399999999999,0.000000000000000,5.332000000000000,0.000000000000000,11.066400000000000,2819.373254860000088,486750.078516000008676,Los Angeles,Los Angeles,711561.437500000000000,3409.916895123464201,423,6037190802.000000000000000,3,0.266146536666667
6037189905.000000000000000,90046,2432,23.059882670000000,44.667170949999999,0.050671320000000,63.285625390000000,11.767641800000000,68.512756690000003,0.161820000000000,54.100808960000002,0.000000000000000,0.000000000000000,1394.723999000000049,71.355338829999994,1170.337655000000041,67.462500000000006,787.940335399999981,92.531534910000005,29.763207300000001,23.629489599999999,0.900000000000000,11.832773420000001,4.050000000000000,26.299186450000001,0.090000000000000,11.197882200000000,0,0.000000000000000,0.000000000000000,0.000000000000000,40.028494000000002,4.887471167000000,42.887367769999997,27.239999999999998,20.463609170000002,4.600000000000000,41.147036180000001,13.359999999999999,56.455633100000000,2.400000000000000,7.820804860000000,18.399999999999999,84.165651639999993,28.399999999999999,51.206030149999997,0.000000000000000,0.000000000000000,20.100000000000001,63.257287710000000,45.483934869999999,4.718162396000000,43.519919309999999,2.549300000000000,78.207200000000000,19.243400000000001,11.060900000000000,78.001599999999996,4.687500000000000,0.000000000000000,4.893100000000000,0.000000000000000,1.356900000000000,2126.499887150000177,258373.870484999992186,Los Angeles,Los Angeles,377762.812500000000000,2572.060813235640580,412,6037189905.000000000000000,3,0.312546133333333
6037189202.000000000000000,90027,2396,29.925388529999999,58.522440750000001,0.050229620000000,62.526446800000002,11.927204379999999,74.449284379999995,0.064852817000000,23.995021779999998,0.000000000000000,0.000000000000000,1366.420024000000012,70.880220059999999,1110.908572999999933,64.549999999999997,787.940335399999981,92.531534910000005,62.235058160000001,68.771266539999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.430000000000000,63.904698869999997,6,58.693826119999997,0.200000000000000,9.667812142000001,46.959737009999998,5.733774562000000,62.227753579999998,43.460000000000001,46.822033900000001,5.590000000000000,66.641005899999996,21.109999999999999,90.839980060000002,3.600000000000000,14.173626929999999,4.500000000000000,34.646095549999998,13.000000000000000,17.185929649999999,6.600000000000000,63.417490890000003,14.000000000000000,33.206590620000000,50.313476670000000,5.219142854000000,50.794251129999999,9.056800000000001,72.370599999999996,18.572600000000001,7.679500000000000,78.547600000000003,0.834700000000000,0.000000000000000,8.096800000000000,0.000000000000000,4.841400000000000,5264.018511070000386,1031175.533169999951497,Los Angeles,Los Angeles,1508041.109375000000000,6366.082725405272868,401,6037189202.000000000000000,3,0.416204850000000
6037189102.000000000000000,90027,3356,29.056753489999998,56.959152799999998,0.050229620000000,62.526446800000002,11.927204379999999,74.449284379999995,0.082453217000000,30.715619170000000,0.000000000000000,0.000000000000000,1370.844990999999936,71.030257559999995,1382.721649999999954,74.887500000000003,787.940335399999981,92.531534910000005,48.219295129999999,49.073724009999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.305000000000000,50.456651219999998,6,58.693826119999997,0.500000000000000,22.084765180000002,46.683546739999997,5.700051784000000,61.356565029999999,43.460000000000001,46.822033900000001,4.970000000000000,51.488324349999999,21.109999999999999,90.839980060000002,2.200000000000000,6.947608200000000,4.200000000000000,32.643118149999999,17.699999999999999,28.856783920000002,5.100000000000000,45.783446120000001,19.800000000000001,61.939163499999999,49.142068369999997,5.097629739000000,48.928391329999997,6.615000000000000,79.439800000000005,13.945200000000000,17.818800000000000,69.457700000000003,0.744900000000000,0.000000000000000,6.108500000000000,1.132300000000000,4.737800000000000,3654.053806219999842,625093.168442000052892,Los Angeles,Los Angeles,914190.710937500000000,4421.123947830490579,399,6037189102.000000000000000,3,0.402429533333333
