"ZCTA5","GEOID","POPPT","ZPOP","ZPOPPCT"
"90604","06037503105",3373,39407,8.56
"90604","06037503106",3792,39407,9.62
"90604","06037503201",3912,39407,9.93
"90604","06037503202",2160,39407,5.48
"90604","06037503302",5802,39407,14.72
"90604","06037503501",6481,39407,16.45
"90604","06037503502",4130,39407,10.48
"90604","06037503701",4717,39407,11.97
"90604","06037503702",5040,39407,12.79
"90605","06037500202",2964,40331,7.35
"90605","06037501600",184,40331,0.46
"90605","06037501700",2988,40331,7.41
"90605","06037501802",146,40331,0.36
"90605","06037501900",4213,40331,10.45
"90605","06037502005",3628,40331,9
"90605","06037502901",5413,40331,13.42
"90605","06037502902",3943,40331,9.78
"90605","06037503000",6057,40331,15.02
"90605","06037503103",5004,40331,12.41
"90605","06037503104",2719,40331,6.74
"90605","06037503105",261,40331,0.65
"90605","06037503202",2302,40331,5.71
"90605","06037503301",40,40331,0.1
"90605","06037503302",469,40331,1.16
"90606","06037500403",17,32396,0.05
"90606","06037501001",3248,32396,10.03
"90606","06037501002",4837,32396,14.93
"90606","06037501200",1856,32396,5.73
"90606","06037501300",1644,32396,5.07
"90606","06037502003",244,32396,0.75
"90606","06037502004",570,32396,1.76
"90606","06037502100",4934,32396,15.23
"90606","06037502200",6585,32396,20.33
"90606","06037502301",5461,32396,16.86
"90606","06037502302",3000,32396,9.26
"90606","06037502700",0,32396,0
"90623","06037554519",119,15554,0.77
"90630","06037555103",115,47993,0.24
"90630","06037555212",70,47993,0.15
"90631","06037408703",316,67619,0.47
"90631","06037500100",3540,67619,5.24
"90631","06037500201",2177,67619,3.22
"90638","06037503105",0,49012,0
"90638","06037503106",3,49012,0.01
"90638","06037503601",4168,49012,8.5
"90638","06037503602",3793,49012,7.74
"90638","06037503702",0,49012,0
"90638","06037503703",7876,49012,16.07
"90638","06037503801",4080,49012,8.32
"90638","06037503802",5054,49012,10.31
"90638","06037503901",2702,49012,5.51
"90638","06037503902",4636,49012,9.46
"90638","06037504001",5709,49012,11.65
"90638","06037504002",5383,49012,10.98
"90638","06037504101",5126,49012,10.46
"90640","06037482522",2846,62549,4.55
"90640","06037502500",0,62549,0
"90640","06037530003",2983,62549,4.77
"90640","06037530004",3695,62549,5.91
"90640","06037530005",4346,62549,6.95
"90640","06037530006",3963,62549,6.34
"90640","06037530101",5400,62549,8.63
"90640","06037530102",5116,62549,8.18
"90640","06037530202",3634,62549,5.81
"90640","06037530203",3238,62549,5.18
"90640","06037530204",3682,62549,5.89
"90640","06037531800",0,62549,0
"90640","06037531902",7,62549,0.01
"90640","06037532001",3415,62549,5.46
"90640","06037532002",3151,62549,5.04
"90640","06037532101",6663,62549,10.65
"90640","06037532102",3574,62549,5.71
"90640","06037532200",6836,62549,10.93
"90640","06037532304",0,62549,0
"90650","06037504102",0,105549,0
"90650","06037550000",1146,105549,1.09
"90650","06037550100",7518,105549,7.12
"90650","06037550201",2719,105549,2.58
"90650","06037550202",5496,105549,5.21
"90650","06037550300",7727,105549,7.32
"90650","06037551900",5344,105549,5.06
"90650","06037552001",4105,105549,3.89
"90650","06037552002",3721,105549,3.53
"90650","06037552100",5891,105549,5.58
"90650","06037552200",6835,105549,6.48
"90650","06037552301",4900,105549,4.64
"90650","06037552302",3648,105549,3.46
"90650","06037552400",2794,105549,2.65
"90650","06037552601",5720,105549,5.42
"90650","06037552602",4191,105549,3.97
"90650","06037552700",6985,105549,6.62
"90650","06037552800",6401,105549,6.06
"90650","06037552900",6881,105549,6.52
"90650","06037553000",4825,105549,4.57
"90650","06037554600",3828,105549,3.63
"90650","06037554700",4874,105549,4.62
"90660","06037500300",0,62928,0
"90660","06037500402",4910,62928,7.8
"90660","06037500403",2717,62928,4.32
"90660","06037500404",4795,62928,7.62
"90660","06037500500",2950,62928,4.69
"90660","06037500600",5688,62928,9.04
"90660","06037500700",6496,62928,10.32
"90660","06037500800",5470,62928,8.69
"90660","06037500900",5719,62928,9.09
"90660","06037502401",4747,62928,7.54
"90660","06037502402",3755,62928,5.97
"90660","06037502500",4215,62928,6.7
"90660","06037502601",7145,62928,11.35
"90660","06037502602",4321,62928,6.87
"90670","06037502302",0,14866,0
"90670","06037502700",6956,14866,46.79
"90670","06037502801",6186,14866,41.61
"90670","06037502802",1380,14866,9.28
"90670","06037502902",100,14866,0.67
"90670","06037503000",0,14866,0
"90670","06037504102",22,14866,0.15
"90670","06037550201",222,14866,1.49
"90670","06037552400",0,14866,0
"90701","06037554514",31,16591,0.19
"90701","06037554516",38,16591,0.23
"90701","06037554801",3366,16591,20.29
"90701","06037554802",6165,16591,37.16
"90701","06037554900",6991,16591,42.14
"90703","06037504102",0,49399,0
"90703","06037552602",0,49399,0
"90703","06037553000",0,49399,0
"90703","06037554511",4029,49399,8.16
"90703","06037554512",6108,49399,12.36
"90703","06037554513",2507,49399,5.08
"90703","06037554514",4291,49399,8.69
"90703","06037554515",3703,49399,7.5
"90703","06037554516",3864,49399,7.82
"90703","06037554517",4883,49399,9.88
"90703","06037554518",5435,49399,11
"90703","06037554519",3494,49399,7.07
"90703","06037554521",5752,49399,11.64
"90703","06037554522",4787,49399,9.69
"90703","06037554600",546,49399,1.11
"90703","06037570901",0,49399,0
"90704","06037599000",3569,4090,87.26
"90704","06037599100",521,4090,12.74
"90706","06037553100",6298,76615,8.22
"90706","06037553200",7055,76615,9.21
"90706","06037553300",3390,76615,4.42
"90706","06037554001",4171,76615,5.44
"90706","06037554002",5658,76615,7.38
"90706","06037554101",3799,76615,4.96
"90706","06037554103",1572,76615,2.05
"90706","06037554104",2600,76615,3.39
"90706","06037554105",4569,76615,5.96
"90706","06037554201",4108,76615,5.36
"90706","06037554203",3689,76615,4.81
"90706","06037554204",4391,76615,5.73
"90706","06037554301",3554,76615,4.64
"90706","06037554302",3916,76615,5.11
"90706","06037554403",5483,76615,7.16
"90706","06037554404",4447,76615,5.8
"90706","06037554405",3040,76615,3.97
"90706","06037554406",4875,76615,6.36
"90710","06037293301",2805,25457,11.02
"90710","06037293302",4194,25457,16.47
"90710","06037293304",3748,25457,14.72
"90710","06037293306",2141,25457,8.41
"90710","06037293307",2234,25457,8.78
"90710","06037294410",3636,25457,14.28
"90710","06037294421",2950,25457,11.59
"90710","06037543603",3690,25457,14.5
"90710","06037670100",59,25457,0.23
"90712","06037570002",2699,31499,8.57
"90712","06037570003",4447,31499,14.12
"90712","06037570701",6333,31499,20.11
"90712","06037570702",2433,31499,7.72
"90712","06037570800",5539,31499,17.58
"90712","06037571300",4414,31499,14.01
"90712","06037571400",4770,31499,15.14
"90712","06037571503",864,31499,2.74
"90713","06037570001",4463,27925,15.98
"90713","06037570002",0,27925,0
"90713","06037570800",1,27925,0
"90713","06037570901",5647,27925,20.22
"90713","06037570902",3616,27925,12.95
"90713","06037571000",5747,27925,20.58
"90713","06037571101",4574,27925,16.38
"90713","06037571102",3877,27925,13.88
"90713","06037573601",0,27925,0
"90713","06037573700",0,27925,0
"90713","06037573800",0,27925,0
"90715","06037555001",5411,20388,26.54
"90715","06037555002",3475,20388,17.04
"90715","06037555102",4543,20388,22.28
"90715","06037555103",4612,20388,22.62
"90715","06037555104",2347,20388,11.51
"90716","06037555102",1983,14184,13.98
"90716","06037555104",1892,14184,13.34
"90716","06037555211",5818,14184,41.02
"90716","06037555212",4491,14184,31.66
"90717","06037293302",526,21318,2.47
"90717","06037293304",430,21318,2.02
"90717","06037293306",48,21318,0.23
"90717","06037293307",72,21318,0.34
"90717","06037651401",106,21318,0.5
"90717","06037670001",3250,21318,15.25
"90717","06037670002",4001,21318,18.77
"90717","06037670003",5788,21318,27.15
"90717","06037670100",6600,21318,30.96
"90717","06037670701",497,21318,2.33
"90723","06037553300",0,54099,0
"90723","06037553502",4183,54099,7.73
"90723","06037553503",2768,54099,5.12
"90723","06037553504",5368,54099,9.92
"90723","06037553601",4750,54099,8.78
"90723","06037553602",4730,54099,8.74
"90723","06037553701",4176,54099,7.72
"90723","06037553702",4902,54099,9.06
"90723","06037553801",4174,54099,7.72
"90723","06037553802",6342,54099,11.72
"90723","06037553901",6896,54099,12.75
"90723","06037553902",5809,54099,10.74
"90723","06037554002",1,54099,0
"90723","06037554301",0,54099,0
"90731","06037295103",2063,59662,3.46
"90731","06037296210",3019,59662,5.06
"90731","06037296220",4307,59662,7.22
"90731","06037296300",1082,59662,1.81
"90731","06037296402",321,59662,0.54
"90731","06037296500",3910,59662,6.55
"90731","06037296600",5218,59662,8.75
"90731","06037296901",4127,59662,6.92
"90731","06037296902",3851,59662,6.45
"90731","06037297000",2367,59662,3.97
"90731","06037297110",4679,59662,7.84
"90731","06037297120",3315,59662,5.56
"90731","06037297201",3475,59662,5.82
"90731","06037297202",3423,59662,5.74
"90731","06037297300",807,59662,1.35
"90731","06037297500",4948,59662,8.29
"90731","06037297601",2594,59662,4.35
"90731","06037297602",3503,59662,5.87
"90731","06037609900",1399,59662,2.34
"90731","06037980015",3,59662,0.01
"90731","06037980031",1251,59662,2.1
"90731","06037980033",0,59662,0
"90732","06037295103",2812,21115,13.32
"90732","06037296300",3139,21115,14.87
"90732","06037296401",3191,21115,15.11
"90732","06037296402",2770,21115,13.12
"90732","06037297000",2976,21115,14.09
"90732","06037297300",1567,21115,7.42
"90732","06037297400",3603,21115,17.06
"90732","06037297500",215,21115,1.02
"90732","06037609900",635,21115,3.01
"90732","06037980015",207,21115,0.98
"90740","06037577604",15,23729,0.06
"90744","06037294110",4140,53815,7.69
"90744","06037294120",2370,53815,4.4
"90744","06037294200",4951,53815,9.2
"90744","06037294301",2448,53815,4.55
"90744","06037294302",4754,53815,8.83
"90744","06037294410",943,53815,1.75
"90744","06037294421",0,53815,0
"90744","06037294510",4214,53815,7.83
"90744","06037294520",3564,53815,6.62
"90744","06037294610",4065,53815,7.55
"90744","06037294620",4219,53815,7.84
"90744","06037294701",3019,53815,5.61
"90744","06037294810",3991,53815,7.42
"90744","06037294820",3579,53815,6.65
"90744","06037294830",3707,53815,6.89
"90744","06037294900",3265,53815,6.07
"90744","06037543604",0,53815,0
"90744","06037980014",231,53815,0.43
"90744","06037980015",344,53815,0.64
"90744","06037980031",11,53815,0.02
"90745","06037543306",6664,57251,11.64
"90745","06037543501",6805,57251,11.89
"90745","06037543601",3910,57251,6.83
"90745","06037543604",5620,57251,9.82
"90745","06037543701",2994,57251,5.23
"90745","06037543702",7083,57251,12.37
"90745","06037543703",3472,57251,6.06
"90745","06037543801",5263,57251,9.19
"90745","06037543802",7126,57251,12.45
"90745","06037543903",3804,57251,6.64
"90745","06037543905",4510,57251,7.88
"90745","06037980002",0,57251,0
"90746","06037541002",2721,25990,10.47
"90746","06037543100",549,25990,2.11
"90746","06037543304",6061,25990,23.32
"90746","06037543306",550,25990,2.12
"90746","06037543321",5418,25990,20.85
"90746","06037543322",6611,25990,25.44
"90746","06037543400",4080,25990,15.7
"90746","06037980025",0,25990,0
"90747","06037543321",0,0,0
"90755","06037572001",0,11074,0
"90755","06037573401",1439,11074,12.99
"90755","06037573402",6424,11074,58.01
"90755","06037573403",3208,11074,28.97
"90755","06037575001",3,11074,0.03
"90755","06037980018",0,11074,0
"90802","06037575901",3454,39347,8.78
"90802","06037575902",4762,39347,12.1
"90802","06037576001",4969,39347,12.63
"90802","06037576200",6158,39347,15.65
"90802","06037576501",2984,39347,7.58
"90802","06037576502",4543,39347,11.55
"90802","06037576503",4226,39347,10.74
"90802","06037576601",4399,39347,11.18
"90802","06037576602",3801,39347,9.66
"90802","06037980033",51,39347,0.13
"90803","06037576602",194,32031,0.61
"90803","06037576700",3767,32031,11.76
"90803","06037576801",140,32031,0.44
"90803","06037577100",933,32031,2.91
"90803","06037577200",5414,32031,16.9
"90803","06037577300",5547,32031,17.32
"90803","06037577400",3253,32031,10.16
"90803","06037577501",3435,32031,10.72
"90803","06037577504",1448,32031,4.52
"90803","06037577602",3441,32031,10.74
"90803","06037577603",3086,32031,9.63
"90803","06037577604",1373,32031,4.29
"90803","06037980007",0,32031,0
"90804","06037573402",6,40311,0.01
"90804","06037573403",0,40311,0
"90804","06037574800",962,40311,2.39
"90804","06037574902",331,40311,0.82
"90804","06037575001",305,40311,0.76
"90804","06037575002",4627,40311,11.48
"90804","06037575101",4754,40311,11.79
"90804","06037575102",4195,40311,10.41
"90804","06037575103",5119,40311,12.7
"90804","06037576801",124,40311,0.31
"90804","06037576901",5665,40311,14.05
"90804","06037576903",3802,40311,9.43
"90804","06037576904",3288,40311,8.16
"90804","06037577000",6995,40311,17.35
"90804","06037577100",138,40311,0.34
"90805","06037543305",46,93524,0.05
"90805","06037570100",2837,93524,3.03
"90805","06037570202",6415,93524,6.86
"90805","06037570203",3973,93524,4.25
"90805","06037570204",4130,93524,4.42
"90805","06037570301",7330,93524,7.84
"90805","06037570303",4247,93524,4.54
"90805","06037570304",5171,93524,5.53
"90805","06037570402",3496,93524,3.74
"90805","06037570403",4587,93524,4.9
"90805","06037570404",3501,93524,3.74
"90805","06037570501",7419,93524,7.93
"90805","06037570502",6616,93524,7.07
"90805","06037570601",5421,93524,5.8
"90805","06037570602",6356,93524,6.8
"90805","06037570603",4435,93524,4.74
"90805","06037570701",236,93524,0.25
"90805","06037571502",889,93524,0.95
"90805","06037571503",237,93524,0.25
"90805","06037571600",2039,93524,2.18
"90805","06037571701",6352,93524,6.79
"90805","06037571703",3667,93524,3.92
"90805","06037571704",4107,93524,4.39
"90805","06037571800",17,93524,0.02
"90806","06037572100",1045,42399,2.46
"90806","06037572201",4152,42399,9.79
"90806","06037572202",3609,42399,8.51
"90806","06037573002",3990,42399,9.41
"90806","06037573003",1802,42399,4.25
"90806","06037573004",5153,42399,12.15
"90806","06037573100",7165,42399,16.9
"90806","06037573201",4930,42399,11.63
"90806","06037573202",6230,42399,14.69
"90806","06037573300",4323,42399,10.2
"90806","06037573401",0,42399,0
"90806","06037980018",0,42399,0
"90807","06037571502",3772,31481,11.98
"90807","06037571503",2599,31481,8.26
"90807","06037571504",4699,31481,14.93
"90807","06037571800",3170,31481,10.07
"90807","06037571900",5509,31481,17.5
"90807","06037572001",5278,31481,16.77
"90807","06037572002",4409,31481,14.01
"90807","06037572201",2045,31481,6.5
"90807","06037980018",0,31481,0
"90808","06037555202",3399,38232,8.89
"90808","06037571200",7828,38232,20.47
"90808","06037573601",6114,38232,15.99
"90808","06037573700",4554,38232,11.91
"90808","06037573800",4284,38232,11.21
"90808","06037573902",1678,38232,4.39
"90808","06037574000",5277,38232,13.8
"90808","06037574100",5098,38232,13.33
"90808","06037980006",0,38232,0
"90808","06037980018",0,38232,0
"90810","06037543306",0,36735,0
"90810","06037544001",4791,36735,13.04
"90810","06037544002",3142,36735,8.55
"90810","06037571800",3,36735,0.01
"90810","06037572301",3833,36735,10.43
"90810","06037572302",3483,36735,9.48
"90810","06037572400",1152,36735,3.14
"90810","06037572500",3365,36735,9.16
"90810","06037572600",5370,36735,14.62
"90810","06037572700",5499,36735,14.97
"90810","06037572800",839,36735,2.28
"90810","06037572900",5250,36735,14.29
"90810","06037980002",0,36735,0
"90810","06037980014",8,36735,0.02
"90810","06037980025",0,36735,0
"90813","06037575102",315,58911,0.53
"90813","06037575201",4667,58911,7.92
"90813","06037575202",4916,58911,8.34
"90813","06037575300",4947,58911,8.4
"90813","06037575401",5155,58911,8.75
"90813","06037575402",4065,58911,6.9
"90813","06037575500",76,58911,0.13
"90813","06037575801",2446,58911,4.15
"90813","06037575802",5167,58911,8.77
"90813","06037575803",2837,58911,4.82
"90813","06037575901",0,58911,0
"90813","06037576301",4176,58911,7.09
"90813","06037576302",4101,58911,6.96
"90813","06037576401",4779,58911,8.11
"90813","06037576402",5181,58911,8.79
"90813","06037576403",5033,58911,8.54
"90813","06037576501",385,58911,0.65
"90813","06037576503",228,58911,0.39
"90813","06037576901",427,58911,0.72
"90813","06037980014",0,58911,0
"90813","06037980033",10,58911,0.02
"90814","06037576700",280,19131,1.46
"90814","06037576801",4061,19131,21.23
"90814","06037576802",3992,19131,20.87
"90814","06037577100",5629,19131,29.42
"90814","06037577603",5169,19131,27.02
"90815","06037573902",413,39733,1.04
"90815","06037574201",3117,39733,7.84
"90815","06037574202",2161,39733,5.44
"90815","06037574300",5795,39733,14.58
"90815","06037574400",5141,39733,12.94
"90815","06037574500",6357,39733,16
"90815","06037574601",1863,39733,4.69
"90815","06037574602",1277,39733,3.21
"90815","06037574800",2038,39733,5.13
"90815","06037574901",3725,39733,9.38
"90815","06037574902",4452,39733,11.2
"90815","06037575001",3300,39733,8.31
"90815","06037980006",0,39733,0
"90815","06037980018",1,39733,0
"90822","06037574700",117,117,100
"90831","06037576001",0,0,0
"91001","06037460100",5506,36126,15.24
"91001","06037460200",5315,36126,14.71
"91001","06037460301",4638,36126,12.84
"91001","06037460302",4442,36126,12.3
"91001","06037460401",468,36126,1.3
"91001","06037460900",0,36126,0
"91001","06037461000",6243,36126,17.28
"91001","06037461100",4844,36126,13.41
"91001","06037461200",4443,36126,12.3
"91001","06037461300",220,36126,0.61
"91001","06037930101",7,36126,0.02
"91006","06037430400",4424,31715,13.95
"91006","06037430600",4505,31715,14.2
"91006","06037430721",46,31715,0.15
"91006","06037430801",6342,31715,20
"91006","06037430802",4163,31715,13.13
"91006","06037430803",5439,31715,17.15
"91006","06037431300",386,31715,1.22
"91006","06037431400",3693,31715,11.64
"91006","06037431502",2657,31715,8.38
"91006","06037431600",44,31715,0.14
"91006","06037432500",16,31715,0.05
"91007","06037430701",5271,34095,15.46
"91007","06037430721",3911,34095,11.47
"91007","06037430723",4118,34095,12.08
"91007","06037430724",4812,34095,14.11
"91007","06037431600",3849,34095,11.29
"91007","06037431700",6433,34095,18.87
"91007","06037431800",4143,34095,12.15
"91007","06037431900",283,34095,0.83
"91007","06037432000",1275,34095,3.74
"91007","06037463101",0,34095,0
"91008","06037430003",99,1391,7.12
"91008","06037430200",1292,1391,92.88
"91010","06037400603",5,26074,0.02
"91010","06037404600",260,26074,1
"91010","06037430002",7021,26074,26.93
"91010","06037430003",4505,26074,17.28
"91010","06037430101",4887,26074,18.74
"91010","06037430102",4809,26074,18.44
"91010","06037431200",4587,26074,17.59
"91011","06037300502",865,20280,4.27
"91011","06037300901",11,20280,0.05
"91011","06037460401",0,20280,0
"91011","06037460501",5418,20280,26.72
"91011","06037460502",4417,20280,21.78
"91011","06037460600",4511,20280,22.24
"91011","06037460700",5024,20280,24.77
"91011","06037460800",23,20280,0.11
"91011","06037930101",11,20280,0.05
"91016","06037430101",0,40598,0
"91016","06037430301",4418,40598,10.88
"91016","06037430302",5837,40598,14.38
"91016","06037430901",4324,40598,10.65
"91016","06037430902",4652,40598,11.46
"91016","06037431001",7171,40598,17.66
"91016","06037431002",3163,40598,7.79
"91016","06037431100",6629,40598,16.33
"91016","06037431200",1852,40598,4.56
"91016","06037431300",2275,40598,5.6
"91016","06037431400",277,40598,0.68
"91020","06037300501",847,8415,10.07
"91020","06037300502",5161,8415,61.33
"91020","06037300600",2351,8415,27.94
"91020","06037300800",56,8415,0.67
"91024","06037430501",4172,10917,38.22
"91024","06037430502",6745,10917,61.78
"91030","06037480500",5485,25616,21.41
"91030","06037480600",7863,25616,30.7
"91030","06037480702",4460,25616,17.41
"91030","06037480703",3277,25616,12.79
"91030","06037480704",4531,25616,17.69
"91040","06037101400",40,20372,0.2
"91040","06037102107",896,20372,4.4
"91040","06037103101",2151,20372,10.56
"91040","06037103102",3809,20372,18.7
"91040","06037103200",4220,20372,20.71
"91040","06037103300",3663,20372,17.98
"91040","06037103400",5563,20372,27.31
"91040","06037980021",23,20372,0.11
"91040","06037980026",7,20372,0.03
"91042","06037101110",4731,27585,17.15
"91042","06037101122",3664,27585,13.28
"91042","06037101210",5990,27585,21.71
"91042","06037101220",3363,27585,12.19
"91042","06037101300",3821,27585,13.85
"91042","06037101400",3863,27585,14
"91042","06037103101",519,27585,1.88
"91042","06037103102",942,27585,3.41
"91042","06037103400",580,27585,2.1
"91042","06037930101",73,27585,0.26
"91042","06037930200",26,27585,0.09
"91042","06037980026",13,27585,0.05
"91046","06037300600",156,156,100
"91101","06037461901",3197,20460,15.63
"91101","06037461902",794,20460,3.88
"91101","06037462201",3713,20460,18.15
"91101","06037462202",2928,20460,14.31
"91101","06037462302",4,20460,0.02
"91101","06037463500",1,20460,0
"91101","06037463601",5714,20460,27.93
"91101","06037463602",4109,20460,20.08
"91103","06037460401",410,27480,1.49
"91103","06037460800",2513,27480,9.14
"91103","06037460900",6998,27480,25.47
"91103","06037461502",3571,27480,12.99
"91103","06037461600",5826,27480,21.2
"91103","06037461700",1357,27480,4.94
"91103","06037461901",1921,27480,6.99
"91103","06037461902",860,27480,3.13
"91103","06037462001",82,27480,0.3
"91103","06037462002",3942,27480,14.34
"91104","06037461300",5778,36751,15.72
"91104","06037461400",3204,36751,8.72
"91104","06037461501",3700,36751,10.07
"91104","06037461502",2992,36751,8.14
"91104","06037462001",3892,36751,10.59
"91104","06037462100",5259,36751,14.31
"91104","06037462201",75,36751,0.2
"91104","06037462400",4229,36751,11.51
"91104","06037462500",4859,36751,13.22
"91104","06037462600",2324,36751,6.32
"91104","06037462700",297,36751,0.81
"91104","06037462800",142,36751,0.39
"91105","06037181000",83,11254,0.74
"91105","06037183104",2,11254,0.02
"91105","06037460800",712,11254,6.33
"91105","06037461700",28,11254,0.25
"91105","06037461902",0,11254,0
"91105","06037463602",827,11254,7.35
"91105","06037463700",2236,11254,19.87
"91105","06037463800",3869,11254,34.38
"91105","06037463900",3456,11254,30.71
"91105","06037464000",41,11254,0.36
"91106","06037462301",4655,24229,19.21
"91106","06037462302",2968,24229,12.25
"91106","06037462700",3434,24229,14.17
"91106","06037463400",1945,24229,8.03
"91106","06037463500",5746,24229,23.72
"91106","06037463602",115,24229,0.47
"91106","06037464000",5366,24229,22.15
"91107","06037460000",4851,32940,14.73
"91107","06037460100",287,32940,0.87
"91107","06037461300",640,32940,1.94
"91107","06037462500",1180,32940,3.58
"91107","06037462700",1740,32940,5.28
"91107","06037462800",2773,32940,8.42
"91107","06037462900",3818,32940,11.59
"91107","06037463000",2228,32940,6.76
"91107","06037463101",2383,32940,7.23
"91107","06037463102",3779,32940,11.47
"91107","06037463200",3403,32940,10.33
"91107","06037463300",2041,32940,6.2
"91107","06037463400",3807,32940,11.56
"91107","06037930101",10,32940,0.03
"91108","06037464000",214,13361,1.6
"91108","06037464100",7210,13361,53.96
"91108","06037464200",5937,13361,44.44
"91201","06037301400",3865,22781,16.97
"91201","06037301501",1902,22781,8.35
"91201","06037301502",6908,22781,30.32
"91201","06037301601",6198,22781,27.21
"91201","06037301602",3908,22781,17.15
"91202","06037300702",1444,22830,6.33
"91202","06037301100",121,22830,0.53
"91202","06037301203",4368,22830,19.13
"91202","06037301204",4990,22830,21.86
"91202","06037301205",2209,22830,9.68
"91202","06037301206",5363,22830,23.49
"91202","06037301300",2016,22830,8.83
"91202","06037301701",2319,22830,10.16
"91202","06037301801",0,22830,0
"91203","06037301701",530,13220,4.01
"91203","06037301702",5151,13220,38.96
"91203","06037301801",4079,13220,30.85
"91203","06037301802",3456,13220,26.14
"91203","06037301900",0,13220,0
"91203","06037302002",4,13220,0.03
"91204","06037301702",405,16032,2.53
"91204","06037301802",122,16032,0.76
"91204","06037302201",0,16032,0
"91204","06037302202",0,16032,0
"91204","06037302301",3462,16032,21.59
"91204","06037302302",4895,16032,30.53
"91204","06037302401",5944,16032,37.08
"91204","06037302504",0,16032,0
"91204","06037302505",1204,16032,7.51
"91205","06037302004",16,37810,0.04
"91205","06037302102",6439,37810,17.03
"91205","06037302103",5504,37810,14.56
"91205","06037302104",2098,37810,5.55
"91205","06037302201",3856,37810,10.2
"91205","06037302202",5254,37810,13.9
"91205","06037302503",4330,37810,11.45
"91205","06037302504",4234,37810,11.2
"91205","06037302505",2545,37810,6.73
"91205","06037302506",3534,37810,9.35
"91206","06037300800",49,33065,0.15
"91206","06037300901",5234,33065,15.83
"91206","06037300902",1998,33065,6.04
"91206","06037301000",4841,33065,14.64
"91206","06037301900",7810,33065,23.62
"91206","06037302002",3528,33065,10.67
"91206","06037302003",3578,33065,10.82
"91206","06037302004",4198,33065,12.7
"91206","06037302104",1819,33065,5.5
"91206","06037460700",10,33065,0.03
"91207","06037300702",4136,10506,39.37
"91207","06037301100",6370,10506,60.63
"91208","06037300600",2333,16245,14.36
"91208","06037300701",5828,16245,35.88
"91208","06037300702",24,16245,0.15
"91208","06037300800",6842,16245,42.12
"91208","06037300901",1218,16245,7.5
"91210","06037302301",328,328,100
"91214","06037101300",378,30356,1.25
"91214","06037300100",6002,30356,19.77
"91214","06037300200",5546,30356,18.27
"91214","06037300301",6140,30356,20.23
"91214","06037300400",5740,30356,18.91
"91214","06037300501",3021,30356,9.95
"91214","06037300600",3213,30356,10.58
"91214","06037300701",316,30356,1.04
"91301","06037800324",6215,25488,24.38
"91301","06037800326",1097,25488,4.3
"91301","06037800327",5305,25488,20.81
"91301","06037800328",861,25488,3.38
"91301","06037800329",4564,25488,17.91
"91301","06037800330",781,25488,3.06
"91301","06037800332",6665,25488,26.15
"91302","06037800101",5076,25709,19.74
"91302","06037800102",498,25709,1.94
"91302","06037800202",6319,25709,24.58
"91302","06037800203",5643,25709,21.95
"91302","06037800204",4514,25709,17.56
"91302","06037800328",1779,25709,6.92
"91302","06037800329",1857,25709,7.22
"91302","06037800504",23,25709,0.09
"91303","06037134001",3765,26855,14.02
"91303","06037134002",462,26855,1.72
"91303","06037134303",2912,26855,10.84
"91303","06037134520",5453,26855,20.31
"91303","06037134521",3126,26855,11.64
"91303","06037134522",3954,26855,14.72
"91303","06037134903",4216,26855,15.7
"91303","06037135111",2967,26855,11.05
"91303","06037135114",0,26855,0
"91304","06037113231",2125,50231,4.23
"91304","06037113232",3894,50231,7.75
"91304","06037113233",6655,50231,13.25
"91304","06037113234",4563,50231,9.08
"91304","06037113235",802,50231,1.6
"91304","06037113421",4824,50231,9.6
"91304","06037113422",2315,50231,4.61
"91304","06037134201",3268,50231,6.51
"91304","06037134302",3732,50231,7.43
"91304","06037134304",2882,50231,5.74
"91304","06037134305",3847,50231,7.66
"91304","06037134306",3498,50231,6.96
"91304","06037134421",681,50231,1.36
"91304","06037134422",787,50231,1.57
"91304","06037134423",3414,50231,6.8
"91304","06037134424",2702,50231,5.38
"91304","06037980023",1,50231,0
"91306","06037113234",104,45061,0.23
"91306","06037113401",2413,45061,5.35
"91306","06037113421",1285,45061,2.85
"91306","06037113422",3742,45061,8.3
"91306","06037134002",2910,45061,6.46
"91306","06037134101",4922,45061,10.92
"91306","06037134103",4193,45061,9.31
"91306","06037134104",4322,45061,9.59
"91306","06037134201",1002,45061,2.22
"91306","06037134710",5287,45061,11.73
"91306","06037134720",4594,45061,10.2
"91306","06037134800",5949,45061,13.2
"91306","06037134904",4338,45061,9.63
"91307","06037134303",2145,24474,8.76
"91307","06037134421",3260,24474,13.32
"91307","06037134422",3897,24474,15.92
"91307","06037134424",185,24474,0.76
"91307","06037135102",2438,24474,9.96
"91307","06037135201",1851,24474,7.56
"91307","06037135202",2979,24474,12.17
"91307","06037135203",5670,24474,23.17
"91311","06037113101",3558,36557,9.73
"91311","06037113102",2348,36557,6.42
"91311","06037113211",3787,36557,10.36
"91311","06037113212",3069,36557,8.4
"91311","06037113213",4316,36557,11.81
"91311","06037113233",0,36557,0
"91311","06037113235",800,36557,2.19
"91311","06037113237",3661,36557,10.01
"91311","06037113301",185,36557,0.51
"91311","06037113303",4003,36557,10.95
"91311","06037113321",5473,36557,14.97
"91311","06037113322",3636,36557,9.95
"91311","06037113421",0,36557,0
"91311","06037920303",1446,36557,3.96
"91311","06037980023",7,36557,0.02
"91316","06037132700",269,26898,1
"91316","06037132900",1209,26898,4.49
