"GEOID","population","asthma","ami","poverty","pm25","ozone","child_10","elderly_65"
"06037531604",3775,72.44,16.96,55.8,12.19393725,0.04939042,15.15,9.48
"06037601900",4847,96.16,23.04,54.7,11.99554293,0.04259906,18.42,7.01
"06037433304",5063,58.77,12.52,62.2,12.05877043,0.05763123,11.16,13.35
"06037220000",4711,95.03,16.16,47.7,11.9612643,0.04539285,6.75,23.37
"06037573100",7547,103.05,20.71,39.2,11.60296908,0.03975537,13.82,7.62
"06037570603",5172,84.91,17.32,46,11.93730018,0.04259906,19.3,5.39
"06037552301",4482,49.88,19.2,18.9,11.92234367,0.04676708,12.38,12.81
"06037119342",2911,72.43,15.54,46.1,11.66547916,0.06591477,16.9,6.87
"06037900804",3359,158.01,21.59,57.4,7.089534607,0.06236471,17.36,8.31
"06037191301",2224,70,18.14,48.1,12.03217459,0.04899293,9.85,12.68
"06037575202",4175,110.89,23.98,63.5,11.65311866,0.03975537,17.77,9.2
"06037134903",6919,86.35,18.41,34,11.93699275,0.060311,13.82,3.15
"06037404803",1719,54.7,12.08,38.6,11.99457613,0.05679963,10.76,12.8
"06037600602",2542,91.63,21.81,61.3,11.98293327,0.04259906,17.55,6.37
"06037197500",3914,55.72,14.06,19.7,12.37542981,0.04863521,7.46,8.99
"06037134305",4183,69.12,15.55,74.9,11.50949454,0.060311,18.67,2.58
"06037190201",2632,47.74,11.13,52.6,11.97058361,0.05067132,2.39,13.34
"06037603500",3042,84.53,18.6,22.3,12.04354267,0.04192559,10.22,15.91
"06037212203",2914,34.81,11.03,64.2,12.12928682,0.04716458,6.97,18.7
"06037603301",3617,75.51,14.37,34.4,11.96424403,0.04125212,10.23,19.1
"06037208301",2148,35.25,7.06,68.8,12.33647073,0.04756207,15.13,2.65
"06037575902",5208,82.02,15.81,41.5,11.73964651,0.03975537,9.95,10.06
"06037197420",3564,47.56,11.9,42.3,12.25375816,0.04939042,8.08,10.77
"06037900806",4634,158.01,21.59,67.4,7.32047241,0.06236471,19.62,17.59
"06037576301",4165,120.09,26.09,57.7,11.70472748,0.03975537,12.63,12.51
"06037402903",4363,74.95,17.48,49.1,12.67648041,0.05605125,16.43,11.67
"06037500700",7150,57.61,20.1,30.1,12.10709178,0.04981739,10.78,13.86
"06037543802",6478,67.35,18.5,21.7,11.98352182,0.03975537,10.62,14.33
"06037123420",4408,52.18,14.4,49.3,11.56904887,0.06133785,13.93,10.59
"06037601100",6869,84.93,16.96,62.4,12.02230894,0.04259906,16.01,10.87
"06037208801",3027,74.85,19.42,58.5,12.20870236,0.04756207,9.65,19.03
"06037133000",4778,64.81,17.27,34.2,13.28667479,0.06133785,11.05,14.4
"06037407702",6744,73.09,18.24,32.5,12.14946851,0.05462941,14.32,12.54
"06037531603",3409,72.44,16.96,51.8,12.15059385,0.04978792,17.75,8.98
"06037211202",2239,56.78,14.58,45.3,12.10279177,0.04791979,10.54,10.32
"06037570602",6177,89.18,19.38,31.9,12.0198097,0.04192559,17.26,11.61
"06037552100",6624,57.55,22.22,44,11.90058683,0.04588368,14.82,16.38
"06037224420",2637,39.69,10.92,74.7,12.11034605,0.04588368,10.05,8.08
"06037301801",5258,34.91,16.19,33.3,11.78171348,0.05462941,11.07,13.33
"06037293201",6289,56.9,11.95,33,11.89552128,0.04050375,12.48,13.83
"06037482301",4941,40.35,10.94,51.7,11.91454322,0.05462941,8.62,16.27
"06037533503",2141,41.09,16.31,50.2,12.05058662,0.04676708,17.89,7.19
"06037501803",4427,78.72,20.76,54.2,11.9768033,0.05022962,14.75,6.46
"06037208620",4446,44.33,11.39,44.8,12.19449024,0.04791979,13.97,11.76
"06037192700",3449,49.08,12.62,51,12.16076534,0.0482775,10.21,9.68
"06037102105",1905,31.7,7.37,40.8,11.56388147,0.06236471,5.14,10.24
"06037571703",3557,94.42,20.48,39.1,12.31736907,0.04125212,13.3,15.49
"06037127804",4352,109.64,20.84,41.2,11.89473641,0.06236471,10.98,7.7
"06037294510",5082,76.33,21.61,59.2,11.74873865,0.03975537,19.46,6.59
"06037302002",3949,38.67,16.81,36.3,11.76431624,0.05395594,11.24,18.89
"06037122120",5011,62.85,13.16,42.3,11.49943551,0.06236471,12.01,10.4
"06037601002",5167,96.5,19.19,39.4,12.02230894,0.04320513,10.8,12.7
"06037570601",5610,94.42,20.48,43.7,12.2095544,0.04192559,14.33,7.25
"06037208904",3978,52.07,9.38,82.3,12.23163332,0.04756207,15.13,13.35
"06037551900",5203,57.55,22.22,25.9,11.96563578,0.04539285,11.99,13.49
"06037131010",6686,72.56,19.4,42.8,13.17311521,0.06236471,12.64,7.31
"06037405203",3638,55.68,12.3,28.9,11.95803873,0.05763123,16.55,13.61
"06037701801",7001,50.21,10.11,34.8,11.77169218,0.04716458,9.56,12.33
"06037533804",4207,54.25,23.93,55.5,12.02269432,0.04676708,9.34,9.13
"06037534802",3136,60.74,24.24,49.8,12.06379023,0.04539285,12.12,12.4
"06037222200",4016,62.18,14.72,56.5,12.05421442,0.04588368,14.19,7.74
"06037407602",3993,73.09,18.24,41.6,12.12966122,0.05462941,7.46,13.97
"06037604100",7302,66.79,15.45,37.9,12.00914658,0.04192559,12.83,9.11
"06037104201",4569,58.65,9.52,51.8,11.16285509,0.06718273,13.9,10.72
"06037432602",4852,63.91,13.59,39.3,11.94431824,0.05846283,9.65,12.57
"06037320300",6734,76.96,12.44,42.8,11.23027109,0.06718273,13.23,11.27
"06037602200",7200,56.41,14.89,25.8,11.9746039,0.04259906,13.28,10.44
"06037900201",1129,147.68,22.74,34.5,6.53795223,0.06236471,7.44,24.09
"06037501400",3669,53.32,18.61,38,11.9465996,0.05067132,11.42,7.85
"06037294520",3710,76.33,21.61,41.7,11.72966207,0.03975537,17.84,7.2
"06037213310",3015,54.24,14.33,49.5,12.1093104,0.04676708,11.08,11.04
"06037232600",6833,79.44,15.29,49.7,11.97005427,0.04435661,14.83,9.03
"06037503104",2542,47.68,18.6,44.6,11.95022379,0.04756207,13.1,9.6
"06037311802",4068,39.05,12.94,33.9,11.78538706,0.05763123,10.13,6.98
"06037534501",5226,60.74,24.24,45.2,12.05709531,0.04588368,12.46,8.42
"06037601211",2880,99.47,19.81,51.4,11.91789577,0.0438112,16.67,10.03
"06037550100",7329,49.03,18.87,32.1,11.9261271,0.04716458,12.73,13.17
"06037551401",4582,38.02,15.58,32.2,12.01107836,0.04588368,11.79,11.02
"06037501804",2175,78.72,20.76,45.6,11.87584315,0.05022962,20.09,11.22
"06037603704",6609,75.9,17.75,36.7,12.04384673,0.04192559,17.76,6.66
"06037121102",2479,57.99,11.88,44.7,11.35398379,0.06591477,8.63,17.63
"06037201601",2323,63.37,13.34,35.4,11.98109779,0.05116215,7.28,15.02
"06037530901",3684,56.8,16.64,45.7,12.19566675,0.04939042,12.76,9.36
"06037900501",7225,154.42,23.64,50.1,7.35997026,0.06236471,17.11,9.15
"06037195600",2948,55.72,14.06,39.5,12.22276714,0.04863521,8.04,11.47
"06037119320",4906,89.05,19.65,44.1,11.66547916,0.06591477,12.82,7.68
"06037603802",4040,67.69,15.63,39.4,12.03026306,0.04192559,15.72,11.73
"06037224410",3194,45.99,14.02,66.3,12.17492801,0.04632538,5.79,13.59
"06037432202",4471,35.75,9.96,38.6,11.82809251,0.05605125,11.23,19.91
"06037553502",4066,56.27,16.71,28.6,11.94880378,0.04435661,13.5,9.59
"06037119900",5245,84.63,18.53,30.7,11.63126039,0.06464682,9.57,12.95
"06037208401",4765,41.87,10.62,70.4,12.33647073,0.04791979,14.35,14.46
"06037404901",5700,66.86,14.78,28.7,11.89983237,0.05938691,10.79,13.95
"06037277400",909,29.57,9.29,47.9,12.06540746,0.04320513,19.25,4.18
"06037535804",5328,52.53,18.39,58,12.03324185,0.04490202,13.87,6.7
"06037542103",3685,94.25,24.32,52.1,12.09480796,0.0438112,11.04,8.36
"06037603400",4113,67.23,14.65,35.9,12.03767529,0.04192559,11.5,17.38
"06037211921",2521,52.8,15.82,63.9,12.12349272,0.04756207,12.77,7.3
"06037301502",6750,34.08,13.46,45.3,11.76570581,0.05763123,7.54,16.96
"06037432901",3727,41.18,11.45,28.7,11.91096563,0.05605125,8.29,15.03
"06037600202",7767,98.17,17.57,66.9,12.06489236,0.04259906,19.18,13.2
"06037553902",5415,53.18,15.42,41.6,12.01505311,0.0438112,11.91,8.37
"06037553901",6773,49.73,14.64,27.1,11.96818163,0.0438112,14.22,11.25
"06037119400",5499,79.78,13.11,35.2,11.57359089,0.06591477,11.84,11.35
"06037530202",4348,48.18,14.44,31.5,12.12462656,0.05022962,11.11,15.62
"06037199120",4511,49.2,8.28,62.6,12.44209355,0.05022962,10.84,14.85
"06037404201",3519,71.92,17.02,48.4,11.66566111,0.06133785,16.14,10
"06037502004",4251,57.77,16.64,36.8,12.0239404,0.04939042,8.42,12
"06037131100",3197,63.41,16.14,26.4,12.72007499,0.06350576,10.76,15.83
"06037534403",2795,48.64,21.32,47.5,12.03327676,0.04588368,12.56,7.87
"06037432402",6938,45.12,9.98,47.3,11.9501425,0.05763123,13.03,15.96
"06037402301",5464,78.05,15.97,50,12.57041626,0.05763123,17.44,7.74
"06037600302",3086,95.58,14.52,42.7,12.09306944,0.04259906,9.95,18.5
"06037234600",4908,129.15,15.28,27.4,11.92245429,0.0438112,12.86,14.43
"06037530006",4430,57.34,17.79,41.7,12.10008748,0.05116215,13.02,10.38
"06037191204",2033,36.9,11.52,51.3,12.01277774,0.04899293,13.33,12.99
"06037217200",4156,68.9,12.59,32.2,12.01083645,0.04676708,11.55,10.47
"06037554002",5856,61.63,17.57,42.7,11.93490195,0.04435661,13.97,9.51
"06037190510",4051,46.56,12.06,50.8,12.00004387,0.04978792,9.21,7.68
"06037554301",3499,51.79,14.82,32.1,12.01505311,0.0438112,13.26,8.43
"06037602106",5403,77.65,19.79,50.7,11.95518491,0.04259906,16.16,10.73
"06037234700",3690,137.44,16.12,34.8,11.95162029,0.0438112,7.99,16.42
"06037433902",3284,47.95,10.6,32.7,12.10966426,0.05605125,11.42,17.81
"06037238400",4694,122.94,17.75,30.9,12.05245233,0.04320513,16.38,22.84
"06037127805",3627,60.39,12.17,49.7,11.85390933,0.06236471,9.98,14.45
"06037192510",3840,49.01,12.6,50.9,12.01439591,0.04791979,12.37,12.29
"06037211320",3337,27.4,7.6,63.5,12.12349272,0.04756207,16.48,7.49
"06037125310",4313,53.69,12.98,38.1,11.54950171,0.05846283,7.7,9.46
"06037124300",2988,47.83,11.77,49,11.51474422,0.05938691,8.17,15.23
"06037221710",2833,48.36,15.22,56.1,12.10569353,0.04588368,6.85,15.85
"06037128102",4625,76.93,17.36,54.7,11.74227149,0.06236471,11.09,6.53
"06037404600",1394,48.55,10.81,27.1,11.70431647,0.06037951,13.2,15.49
"06037213320",2469,54.24,14.33,56.7,12.1093104,0.04676708,11.42,16.12
"06037603200",3394,58.82,14.99,19.5,12.05567624,0.04125212,9.28,23.48
"06037211310",3873,56.78,14.58,59.6,12.08514397,0.04756207,12.6,8.75
"06037213202",3942,54.24,14.33,58.8,12.08158891,0.04676708,11.21,12.94
"06037203720",4072,67.4,14.43,66.5,12.41048715,0.04899293,16.55,8.03
"06037535502",5411,44.91,15.96,52.9,12.05649412,0.04539285,8.54,7.71
"06037128220",2912,63.43,19.24,55,11.66422752,0.06133785,9.75,11.64
"06037117303",3754,80.2,14.57,21.6,12.28930733,0.06464682,10.18,14.73
"06037294410",5079,50.63,11.48,54.3,11.76222237,0.03975537,15.53,8.05
"06037121801",3127,79.39,21.48,52.4,11.49489892,0.06350576,7.16,10.49
"06037134800",6399,75.02,19.21,28.1,12.53052604,0.06133785,9.1,12.55
"06037119202",4759,72.7,12.15,39.3,11.47638507,0.06718273,12.69,12.1
"06037502602",4477,60.9,21.31,32.6,12.14502544,0.04791979,9.25,13.29
"06037222001",3142,89.86,18.08,30.4,12.0125659,0.04588368,10.98,11.2
"06037207101",3717,30.75,10.73,53.3,12.87564539,0.0482775,11.33,17.59
"06037213201",3932,54.24,14.33,67.4,12.08158891,0.04676708,11.06,15.51
"06037294610",4334,76.33,21.61,47.4,11.68401519,0.03975537,22.08,11.65
"06037407801",5727,52.58,13.24,21,12.07222178,0.05462941,12.5,12.83
"06037551800",7267,47.51,19.04,14.1,12.06353217,0.04539285,9.27,9.15
"06037188100",3918,45.8,9.99,27.8,11.89731689,0.0534139,7.94,10.44
"06037544002",3187,79.55,21.11,26.2,11.81058961,0.04050375,10.42,13.12
"06037552002",3409,57.55,22.22,32.1,11.89997956,0.04632538,10.62,10.3
"06037500404",4551,60.9,21.31,25.6,11.90846846,0.05219839,8.2,16.83
"06037124203",2384,51.12,13.01,45.2,11.55022293,0.060311,8.6,11.37
"06037131702",3770,83.59,22.29,27,13.58372945,0.06236471,8.99,11.7
"06037575201",4772,128.01,27.87,55.1,11.75572268,0.03975537,14.82,9.77
"06037218701",2324,42.89,8.01,53.2,11.98834506,0.04588368,10.89,13.17
"06037221602",3030,41.84,12.76,60.4,12.07444266,0.04632538,14.62,10.17
"06037199300",4202,44.64,7.7,36,11.8291691,0.051214,6.35,14.73
"06037530204",3904,57.34,17.79,29.9,12.14306243,0.05022962,11.04,7.53
"06037900607",3651,151.71,23.12,64.3,7.282014992,0.06236471,16.84,9.15
"06037203900",3353,49.83,14.49,49.7,12.23190845,0.04863521,13.39,10.77
"06037572100",1113,97.81,19.77,20.1,11.53907188,0.04050375,9.25,14.65
"06037132502",3922,83.59,22.29,47.5,13.2969311,0.06133785,7.85,15.86
"06037199202",3155,52.37,8.72,34.8,12.16478122,0.05070407,9.38,12.27
"06037571704",4076,94.42,20.48,47.6,12.14582489,0.04192559,13.08,7.95
"06037221304",3656,68.9,12.59,53.6,12.05102217,0.04632538,10.86,12.28
"06037195804",2533,55.72,14.06,32.3,12.22276714,0.04863521,10.5,13.3
"06037222600",5549,38.44,11.22,65.3,12.03443249,0.04539285,6.9,9.5
"06037209510",3076,34,8.9,68.6,12.17561826,0.04676708,13.26,10.44
"06037601212",6774,99.47,19.81,58.4,12.04203201,0.04320513,17.05,8.84
"06037575101",4339,93.13,17.55,63.5,11.65311866,0.04050375,21.83,6.36
"06037113233",7345,50.82,12.04,45.8,11.18494089,0.06133785,9.93,10.59
"06037481500",4489,35.51,10.13,27.7,11.83580366,0.05462941,5.52,27.13
"06037404903",2738,66.86,14.78,41.3,11.87892599,0.05846283,12.89,9.46
"06037500403",3829,53.1,18.97,22.3,11.96047611,0.05168937,8.88,16.32
"06037195803",2634,55.72,14.06,34.7,12.22276714,0.04863521,8.09,9.3
"06037571600",2309,79.48,17.34,78.4,12.14582489,0.04192559,18.19,8.06
"06037117201",5191,80.81,14.58,43.5,11.85326141,0.06591477,15.45,12.21
"06037543503",5696,58.78,13.1,21.8,12.00487891,0.04050375,9.83,24.96
"06037602505",4590,77.65,19.79,57.7,12.06312607,0.04259906,22.27,4.73
"06037191302",1947,47.59,14.15,47.5,12.03217459,0.04939042,7.76,9.35
"06037221302",4373,48.43,9.79,60.3,12.02272051,0.04632538,9.79,10.18
"06037554404",4206,60.35,16.42,39.4,11.7740438,0.0438112,18.33,10.49
"06037218600",3148,63,10.82,40.9,11.98834506,0.04588368,9.21,11.09
"06037406702",6375,62.46,13.66,25.6,12.04200811,0.05679963,11.06,15.12
"06037201602",2960,62.2,13.11,38,11.96906139,0.05168937,10,16.05
"06037602402",6869,77.5,19.75,28,12.01849263,0.04259906,14.95,10.83
"06037219020",5411,89.86,18.08,48,11.98833627,0.04539285,17.3,13.12
"06037550202",5710,57.55,22.22,34.8,11.97767043,0.04632538,13.85,11.05
"06037224700",6238,48.36,15.22,86.3,12.11034605,0.04588368,0.19,0.46
"06037406200",5811,36.78,9.21,40.1,12.10201885,0.05763123,11.62,20.03
"06037701902",4659,65.51,11.67,38.4,11.7063039,0.04716458,4.38,21.08
"06037236204",3109,105.63,14.4,67,11.91626655,0.04490202,12.77,5.08
"06037406411",2002,45.89,14.16,25.9,12.11239463,0.05679963,12.59,15.38
"06037531701",5375,72.44,16.96,52.5,12.23883919,0.04939042,15.27,11.14
"06037206031",4131,85.61,8.78,26.7,12.35063461,0.04753555,4.99,4.12
"06037213402",4857,54.24,14.33,58.7,12.17561826,0.04676708,14.62,9.02
"06037219010",3027,89.86,18.08,45,12.00024046,0.04539285,12.32,10.01
"06037701802",4645,50.53,10.07,32.9,11.71046441,0.04716458,3.88,10.2
"06037533104",4415,60.74,24.24,64.3,12.07802241,0.04588368,17.71,12.57
"06037554101",3548,61.64,17.57,47,11.91361716,0.04435661,17.9,8.43
"06037401704",7108,67.95,15.17,36.7,12.76241295,0.06133785,13.65,15.12
"06037123901",4696,67.61,19.2,33,11.49534692,0.06133785,10.63,8.56
"06037702803",3063,34.22,11.92,40.7,11.63317139,0.04539285,16,14.59
"06037127806",3293,56.93,13.55,54.4,11.85390933,0.06236471,8.32,9.29
"06037501001",3046,60.7,22.6,31.8,12.00941574,0.05022962,11.62,13.33
"06037573004",4577,85.4,17.37,41.6,11.66444496,0.03975537,18.44,7.28
"06037211922",3269,43.86,12.93,42,12.12349272,0.04756207,16.64,4.56
"06037533502",2143,52.82,21.04,42.1,12.05058662,0.04676708,16.61,8.96
"06037201401",4693,63.37,13.34,54.5,12.11019063,0.05116215,10.53,12.21
"06037139303",4260,59.55,13.44,42.2,13.04237213,0.060311,9.6,12.35
"06037222002",5243,89.86,18.08,44.4,12.004739,0.04539285,10.91,7.84
"06037552700",6819,56.71,21.89,27.4,11.91971836,0.04588368,12.95,10.72
"06037221120",3197,35.37,9.75,64.9,12.18410918,0.04632538,15.45,8.76
"06037238000",6174,137.3,19.44,34.2,12.02803671,0.04320513,9.8,19.19
"06037552302",4107,54.01,20.83,25.8,11.94041032,0.04676708,9.13,17.99
"06037900606",3532,142.59,21.21,67.7,7.079346855,0.06236471,18.94,8.24
"06037407101",4883,52.64,15.67,34.7,12.04055776,0.05605125,13.5,11.94
"06037127712",3560,55.53,12.77,45.5,12.12103103,0.06236471,15.06,7.39
"06037576401",5021,84.76,18.16,58.4,11.66802231,0.03975537,17.11,5.97
"06037404401",3715,71.92,17.02,29.3,11.35888804,0.06133785,12.25,10.23
"06037530005",3971,42.27,13.03,16.1,12.07038029,0.05168937,7.38,33.39
"06037576901",5357,70.58,13.48,59.1,11.60712094,0.03975537,15.1,6.25
"06037131701",5587,62.01,16.4,29,13.04879399,0.06236471,11.47,12.64
"06037603101",4139,87.73,16.4,34.8,12.06226955,0.04192559,9.95,14.69
"06037432401",3705,45.69,10.1,46,12.02474883,0.05846283,6.5,17.06
"06037132501",4566,83.59,22.29,31.8,14.1439342,0.06133785,13.67,17.94
"06037601801",2834,47.4,12.32,50.7,11.99377914,0.04259906,16.13,7.87
"06037117510",3687,78.05,14.19,68.3,11.77397672,0.06464682,22.32,6.81
"06037211201",2562,56.78,14.58,59.6,12.10279177,0.04756207,9.91,9.52
"06037910002",7723,90.14,17.7,50.4,8.016552177,0.06350576,13.12,13.96
"06037555001",5321,46.99,14.61,30.6,11.72757889,0.04320513,11.52,13.27
"06037481300",3299,36.47,10.12,29.7,11.89021324,0.05530288,6.61,17.1
"06037534002",4628,36.38,15.43,48.4,12.18882021,0.04716458,15.58,11.02
"06037551101",3964,40.76,16.66,48.8,12.05025593,0.04539285,18.29,7.34
"06037115104",4377,48.83,14.36,37.5,12.10876877,0.06464682,4.62,11.01
"06037910402",3583,113.05,21.28,68.5,8.006411157,0.06236471,18.06,8.6
"06037221820",2363,48.36,15.22,71.6,12.05189368,0.04588368,0.93,3.26
"06037113421",6879,39.33,9.56,36.9,11.55470265,0.06236471,11.03,9.75
"06037190100",4453,49.78,11.53,40,11.92094307,0.05022962,1.93,7.3
"06037237402",3335,96.6,15.88,35.9,11.95669453,0.0438112,8.49,16.52
"06037554104",2414,61.64,17.57,38.5,11.91361716,0.04490202,12.39,8.91
"06037131400",6367,64.32,17.25,30.5,13.92093494,0.06350576,10.46,14.89
"06037123520",2816,51.63,15.16,49.6,11.57827864,0.06236471,13.1,10.69
"06037552601",5260,57.55,22.22,37.4,11.9351668,0.04539285,15.76,7
"06037551700",6262,50.47,20.48,37.4,11.97632268,0.04490202,11.61,11.02
"06037212800",3543,68.9,12.59,29.8,12.0118796,0.04632538,8.47,17.75
"06037134101",5579,70.21,17.96,42.8,12.21868346,0.06236471,17.94,12.15
"06037119800",6054,76.99,12.76,22.6,11.51448362,0.06591477,7.28,10.67
"06037533106",1655,60.74,24.24,65.7,12.0654342,0.04588368,14.86,7.31
"06037234800",3317,132.38,15.43,23.4,11.95162029,0.0438112,3.8,15.13
"06037104204",3679,48.36,9.31,48.5,10.9466938,0.06718273,8.94,10.63
"06037573402",6384,44.28,13.1,32.9,11.67319958,0.04050375,9.38,11.76
"06037543306",7863,50.37,12.73,20.3,12.06280112,0.04050375,11.76,14.93
"06037132101",4645,70.82,18.08,32.9,12.59506202,0.06236471,12.66,8.87
"06037234502",3017,137.55,16.03,49.2,11.93136639,0.04490202,14.12,16.04
"06037191201",4414,36.75,16.09,46.1,12.01277774,0.04939042,5.01,22.43
"06037404503",2638,71.92,17.02,32.1,11.73121178,0.060311,12.21,12.62
"06037104203",5441,81.71,13.36,48.7,11.16595012,0.06718273,14.1,7.39
"06037212204",3584,30.5,8.87,59.3,12.12928682,0.04716458,15.93,10.1
"06037554203",3730,61.64,17.57,34.4,11.83423059,0.0438112,15.92,11.9
"06037402200",6782,59.21,12.41,22.3,12.63136586,0.05852448,11.44,19.86
"06037405002",3169,66.86,14.78,49.7,11.77532346,0.060311,9.34,13.63
"06037277200",2196,26.3,11.75,36.2,11.97162189,0.04320513,7.83,8.2
"06037221220",3376,36.24,9.96,55.9,12.07444266,0.04632538,10.63,10.28
"06037551300",5449,46.57,19.31,39.5,12.11822591,0.04632538,11.27,15.71
"06037405101",5617,66.86,14.78,29.5,11.85730833,0.05938691,11.41,13.9
"06037231400",4745,95.26,16.5,41.5,11.98149623,0.04490202,14.44,10.96
"06037543702",6637,67.35,18.5,31.3,11.93567842,0.03975537,10.05,12.23
"06037121210",2926,51.46,9.74,27.1,11.30064758,0.06591477,10.05,19.51
"06037201301",4498,59.26,12.54,43.9,12.07626386,0.05168937,14.98,14.18
"06037301802",4516,35.47,15.95,29.5,11.81164905,0.05395594,7.71,13.6
"06037221303",2806,41.65,10.25,64.2,12.08158891,0.04632538,13.76,8.98
"06037134104",4618,84.14,21.42,37.4,12.21868346,0.06236471,12.52,11.09
"06037293304",4832,58.61,12.38,32.3,11.84918524,0.03975537,14.67,8.61
"06037293307",2284,49.04,10.48,42.3,11.75842764,0.03975537,10.25,9.11
"06037218300",5290,53.46,9.42,40.7,11.85097115,0.04632538,11.76,11.29
"06037218220",3859,68.9,12.59,45,12.00885913,0.04632538,8.68,12.98
"06037302103",5430,51.08,20.13,43.6,11.78597488,0.05395594,9.06,18.8
"06037601001",2381,99.47,19.81,27.4,11.94355273,0.04320513,13.02,28.48
"06037535503",2240,52.53,18.39,53.1,12.06007558,0.04490202,9.91,10.31
"06037910403",2278,90.38,17.51,84.8,7.689188195,0.06236471,27.96,1.76
"06037302201",4019,38.38,15.32,56.8,11.76431624,0.05334987,7.66,24.78
"06037535803",4246,52.53,18.39,42.3,12.05058449,0.04490202,16.77,10.41
"06037576001",5174,80.31,15.52,15,11.73964651,0.03975537,3.9,9.18
"06037294200",4874,74.29,21.03,27.3,11.74873865,0.03975537,13.01,13.89
"06037311801",2873,32.25,10.37,25.1,11.80990068,0.05763123,12.63,9.36
"06037572002",4723,52.75,12.96,19.9,10.79314841,0.04125212,8.45,24.39
"06037231300",5754,65.75,11.65,47.5,11.98149623,0.04490202,10.18,9.23
"06037601802",3945,60.4,16.48,32,11.96153339,0.04259906,14.73,6.31
"06037402706",3834,73.22,16.19,33.3,12.94273197,0.05938691,11.89,9.94
"06037480902",4109,33.33,8.64,54.2,11.91810723,0.05334987,10.98,10.71
"06037115202",5684,59.88,16.57,26,12.41477456,0.06464682,9.2,10.36
"06037113401",6550,61.35,16.09,22.4,12.12804813,0.06350576,9.6,15.97
"06037211122",3163,33.16,8.97,56.5,12.12349272,0.04791979,11.51,7.15
"06037109100",2797,59.85,13.45,27.2,11.11249892,0.06718273,11.66,25.13
"06037407802",3476,62.45,15.65,23.2,12.07652502,0.05462941,10.7,13.03
"06037190401",2977,43.46,21.11,38.4,11.99265418,0.05022962,2.92,9.57
"06037293302",5082,49.91,10.69,27.8,11.88962253,0.03975537,14.74,13.5
"06037430101",5382,51.82,11.44,36.1,11.80206026,0.06236471,9.74,23.63
"06037115401",6373,44.47,11.77,35.1,12.64622444,0.06464682,13.51,9.57
"06037302004",4151,40.56,17.71,44.6,11.74227874,0.05462941,8.99,17.97
"06037572201",5592,71.55,15.18,42.3,11.46157855,0.04050375,12.16,19.69
"06037481001",4369,32.92,9.34,38.1,11.80787374,0.05462941,5.97,30.58
"06037301900",8192,35.22,15.69,27.7,11.75637121,0.05462941,10.91,19.87
"06037481603",3486,39.56,11.33,42.6,11.86866931,0.05462941,13.28,13.31
"06037212900",4067,68.9,12.59,47.5,12.05102217,0.04632538,13.2,10.38
"06037186404",2631,65.4,11.07,39.5,12.05494302,0.05116215,12.77,9.54
"06037404501",2789,71.92,17.02,41.5,11.73121178,0.060311,14.88,5.38
"06037910501",5218,125.16,23.3,78,7.790454775,0.06236471,26.47,9.33
"06037408211",6381,29.61,10.07,35.3,12.17440042,0.05219839,15.44,16.13
"06037106407",3119,63.98,13.45,68.8,10.98471997,0.06718273,15.68,13.5
"06037310702",6567,27.72,9.45,39.7,11.76906719,0.05938691,3.58,23.47
"06037530003",3080,53.02,16.41,17.1,12.00891284,0.05219839,8.54,24.48
"06037128101",3735,61.77,15.3,42.3,11.63653858,0.06236471,11.94,11.27
"06037186302",5096,65.4,11.07,29.6,11.88924998,0.05219839,10.38,14.7
"06037119201",4547,73.91,12.37,34.9,11.54686613,0.06718273,11.39,10.75
"06037320202",6151,76.51,12.32,34.9,11.10562647,0.06718273,15.02,12.01
"06037197300",4052,55.72,14.06,24,12.35660149,0.04939042,4.27,11.55
"06037503103",5204,47.14,18.43,34.3,11.80803464,0.04791979,14.49,13.12
"06037573003",1843,88.32,17.92,40.8,11.64459056,0.03975537,14.11,12.75
"06037218110",3195,63.71,11.71,51.8,12.00885913,0.04632538,13.15,13.99
"06037191000",4454,53.18,12.08,30,11.97617641,0.05022962,4.42,4.69
"06037236203",3118,60.07,9.04,63.1,11.91626655,0.04490202,14.34,13.57
"06037310701",2181,21.83,7.56,52.6,11.75527544,0.05938691,6.97,32.6
"06037117404",5324,75.02,13.8,26.5,12.13614247,0.06464682,10.11,11.27
"06037125501",3052,59.61,14.27,38.2,11.54284994,0.05763123,5.37,7.54
"06037601303",5084,93.43,18.08,35.3,11.87102583,0.0438112,12.88,11.31
"06037134303",5942,56.97,13.9,26.1,11.0936932,0.05938691,7.02,16
"06037134304",3042,58.61,13.1,27.7,11.18491889,0.060311,10.88,17.88
"06037405302",5433,53.05,11.61,37.1,11.99285095,0.05763123,12.33,13.49
"06037406901",4773,41.82,13.53,28.8,12.01253125,0.05679963,15.32,12.07
"06037211804",3221,52.8,15.82,44.4,12.08514397,0.04756207,6.21,15.4
"06037600400",4147,139.63,19.73,22.5,12.11332221,0.04259906,15.24,20.21
"06037900703",4349,158.01,21.59,50.5,7.36594733,0.06236471,11.2,13.57
"06037603801",4748,50.53,12.09,41.7,12.02658065,0.04259906,12.03,9.98
"06037123800",6018,40.88,14.46,32.5,11.49534692,0.06037951,9.39,13.19
"06037224310",2422,45.55,11.24,70.1,12.18410918,0.04676708,17.8,7.84
"06037550800",7403,38.85,16.04,24.8,12.11827006,0.04632538,12.39,15.4
